repo;metric;value
aliyun/alibabacloud-nls-java-sdk;ContainsReleaseCount;1
aliyun/alibabacloud-nls-java-sdk;ContainsPropertiesCount;0
aliyun/alibabacloud-nls-java-sdk;ContainsActivationCount;0
aliyun/alibabacloud-nls-java-sdk;ContainsTestsCount;0
aliyun/alibabacloud-nls-java-sdk;ContainsDevCount;0
aliyun/alibabacloud-nls-java-sdk;ContainsProdCount;0
aliyun/alibabacloud-nls-java-sdk;PropertiesContainsVersionCount;0
aliyun/aliyun-log-consumer-java;ProfilesCount;1
aliyun/aliyun-log-consumer-java;ContainsReleaseCount;1
aliyun/aliyun-log-consumer-java;ContainsPropertiesCount;0
aliyun/aliyun-log-consumer-java;ContainsActivationCount;1
aliyun/aliyun-log-consumer-java;ContainsTestsCount;0
aliyun/aliyun-log-consumer-java;ContainsDevCount;0
aliyun/aliyun-log-consumer-java;ContainsProdCount;0
aliyun/aliyun-log-consumer-java;PropertiesContainsVersionCount;0
aliyun/aliyun-log-jaeger-sender;ProfilesCount;1
aliyun/aliyun-log-jaeger-sender;ContainsReleaseCount;1
aliyun/aliyun-log-jaeger-sender;ContainsPropertiesCount;0
aliyun/aliyun-log-jaeger-sender;ContainsActivationCount;1
aliyun/aliyun-log-jaeger-sender;ContainsTestsCount;0
aliyun/aliyun-log-jaeger-sender;ContainsDevCount;0
aliyun/aliyun-log-jaeger-sender;ContainsProdCount;0
aliyun/aliyun-log-jaeger-sender;PropertiesContainsVersionCount;0
aliyun/aliyun-log-java-producer;ProfilesCount;1
aliyun/aliyun-log-java-producer;ContainsReleaseCount;1
aliyun/aliyun-log-java-producer;ContainsPropertiesCount;0
aliyun/aliyun-log-java-producer;ContainsActivationCount;1
aliyun/aliyun-log-java-producer;ContainsTestsCount;0
aliyun/aliyun-log-java-producer;ContainsDevCount;0
aliyun/aliyun-log-java-producer;ContainsProdCount;0
aliyun/aliyun-log-java-producer;PropertiesContainsVersionCount;0
aliyun/aliyun-log-java-sdk;ProfilesCount;1
aliyun/aliyun-log-java-sdk;ContainsReleaseCount;1
aliyun/aliyun-log-java-sdk;ContainsPropertiesCount;0
aliyun/aliyun-log-java-sdk;ContainsActivationCount;1
aliyun/aliyun-log-java-sdk;ContainsTestsCount;0
aliyun/aliyun-log-java-sdk;ContainsDevCount;0
aliyun/aliyun-log-java-sdk;ContainsProdCount;0
aliyun/aliyun-log-java-sdk;PropertiesContainsVersionCount;0
aliyun/aliyun-log-log4j-appender;ProfilesCount;1
aliyun/aliyun-log-log4j-appender;ContainsReleaseCount;1
aliyun/aliyun-log-log4j-appender;ContainsPropertiesCount;0
aliyun/aliyun-log-log4j-appender;ContainsActivationCount;1
aliyun/aliyun-log-log4j-appender;ContainsTestsCount;0
aliyun/aliyun-log-log4j-appender;ContainsDevCount;0
aliyun/aliyun-log-log4j-appender;ContainsProdCount;0
aliyun/aliyun-log-log4j-appender;PropertiesContainsVersionCount;0
aliyun/aliyun-log-log4j2-appender;ProfilesCount;1
aliyun/aliyun-log-log4j2-appender;ContainsReleaseCount;1
aliyun/aliyun-log-log4j2-appender;ContainsPropertiesCount;0
aliyun/aliyun-log-log4j2-appender;ContainsActivationCount;1
aliyun/aliyun-log-log4j2-appender;ContainsTestsCount;0
aliyun/aliyun-log-log4j2-appender;ContainsDevCount;0
aliyun/aliyun-log-log4j2-appender;ContainsProdCount;0
aliyun/aliyun-log-log4j2-appender;PropertiesContainsVersionCount;0
aliyun/aliyun-log-logback-appender;ProfilesCount;1
aliyun/aliyun-log-logback-appender;ContainsReleaseCount;1
aliyun/aliyun-log-logback-appender;ContainsPropertiesCount;0
aliyun/aliyun-log-logback-appender;ContainsActivationCount;1
aliyun/aliyun-log-logback-appender;ContainsTestsCount;0
aliyun/aliyun-log-logback-appender;ContainsDevCount;0
aliyun/aliyun-log-logback-appender;ContainsProdCount;0
aliyun/aliyun-log-logback-appender;PropertiesContainsVersionCount;0
aliyun/aliyun-log-producer-java;ProfilesCount;1
aliyun/aliyun-log-producer-java;ContainsReleaseCount;1
aliyun/aliyun-log-producer-java;ContainsPropertiesCount;0
aliyun/aliyun-log-producer-java;ContainsActivationCount;1
aliyun/aliyun-log-producer-java;ContainsTestsCount;0
aliyun/aliyun-log-producer-java;ContainsDevCount;0
aliyun/aliyun-log-producer-java;ContainsProdCount;0
aliyun/aliyun-log-producer-java;PropertiesContainsVersionCount;0
aliyun/aliyun-log-producer-sample;ProfilesCount;1
aliyun/aliyun-log-producer-sample;ContainsReleaseCount;1
aliyun/aliyun-log-producer-sample;ContainsPropertiesCount;0
aliyun/aliyun-log-producer-sample;ContainsActivationCount;1
aliyun/aliyun-log-producer-sample;ContainsTestsCount;0
aliyun/aliyun-log-producer-sample;ContainsDevCount;0
aliyun/aliyun-log-producer-sample;ContainsProdCount;0
aliyun/aliyun-log-producer-sample;PropertiesContainsVersionCount;0
aliyun/aliyun-odps-java-sdk;ProfilesCount;1
aliyun/aliyun-odps-java-sdk;ContainsReleaseCount;0
aliyun/aliyun-odps-java-sdk;ContainsPropertiesCount;1
aliyun/aliyun-odps-java-sdk;ContainsActivationCount;1
aliyun/aliyun-odps-java-sdk;ContainsTestsCount;0
aliyun/aliyun-odps-java-sdk;ContainsDevCount;0
aliyun/aliyun-odps-java-sdk;ContainsProdCount;0
aliyun/aliyun-odps-java-sdk;PropertiesContainsVersionCount;0
aliyun/aliyun-tablestore-java-sdk;ProfilesCount;1
aliyun/aliyun-tablestore-java-sdk;ContainsReleaseCount;0
aliyun/aliyun-tablestore-java-sdk;ContainsPropertiesCount;1
aliyun/aliyun-tablestore-java-sdk;ContainsActivationCount;1
aliyun/aliyun-tablestore-java-sdk;ContainsTestsCount;0
aliyun/aliyun-tablestore-java-sdk;ContainsDevCount;0
aliyun/aliyun-tablestore-java-sdk;ContainsProdCount;0
aliyun/aliyun-tablestore-java-sdk;PropertiesContainsVersionCount;0
aliyun/csb-sdk;ProfilesCount;1
aliyun/csb-sdk;ContainsReleaseCount;0
aliyun/csb-sdk;ContainsPropertiesCount;0
aliyun/csb-sdk;ContainsActivationCount;1
aliyun/csb-sdk;ContainsTestsCount;0
aliyun/csb-sdk;ContainsDevCount;0
aliyun/csb-sdk;ContainsProdCount;0
aliyun/csb-sdk;PropertiesContainsVersionCount;0
aliyun/tauris;ProfilesCount;1
aliyun/tauris;ContainsReleaseCount;0
aliyun/tauris;ContainsPropertiesCount;0
aliyun/tauris;ContainsActivationCount;0
aliyun/tauris;ContainsTestsCount;0
aliyun/tauris;ContainsDevCount;0
aliyun/tauris;ContainsProdCount;1
aliyun/tauris;PropertiesContainsVersionCount;0
amzn/amazon-pay-sdk-java;ProfilesCount;1
amzn/amazon-pay-sdk-java;ContainsReleaseCount;1
amzn/amazon-pay-sdk-java;ContainsPropertiesCount;0
amzn/amazon-pay-sdk-java;ContainsActivationCount;0
amzn/amazon-pay-sdk-java;ContainsTestsCount;0
amzn/amazon-pay-sdk-java;ContainsDevCount;0
amzn/amazon-pay-sdk-java;ContainsProdCount;0
amzn/amazon-pay-sdk-java;PropertiesContainsVersionCount;0
amzn/amazon-pay-sdk-v2-java;ProfilesCount;1
amzn/amazon-pay-sdk-v2-java;ContainsReleaseCount;1
amzn/amazon-pay-sdk-v2-java;ContainsPropertiesCount;0
amzn/amazon-pay-sdk-v2-java;ContainsActivationCount;0
amzn/amazon-pay-sdk-v2-java;ContainsTestsCount;0
amzn/amazon-pay-sdk-v2-java;ContainsDevCount;0
amzn/amazon-pay-sdk-v2-java;ContainsProdCount;0
amzn/amazon-pay-sdk-v2-java;PropertiesContainsVersionCount;0
amzn/ion-hash-java;ProfilesCount;1
amzn/ion-hash-java;ContainsReleaseCount;1
amzn/ion-hash-java;ContainsPropertiesCount;1
amzn/ion-hash-java;ContainsActivationCount;0
amzn/ion-hash-java;ContainsTestsCount;0
amzn/ion-hash-java;ContainsDevCount;0
amzn/ion-hash-java;ContainsProdCount;0
amzn/ion-hash-java;PropertiesContainsVersionCount;1
amzn/ion-java;ProfilesCount;1
amzn/ion-java;ContainsReleaseCount;1
amzn/ion-java;ContainsPropertiesCount;1
amzn/ion-java;ContainsActivationCount;0
amzn/ion-java;ContainsTestsCount;0
amzn/ion-java;ContainsDevCount;0
amzn/ion-java;ContainsProdCount;0
amzn/ion-java;PropertiesContainsVersionCount;1
angelozerr/lsp4xml;ProfilesCount;1
angelozerr/lsp4xml;ContainsReleaseCount;0
angelozerr/lsp4xml;ContainsPropertiesCount;0
angelozerr/lsp4xml;ContainsActivationCount;0
angelozerr/lsp4xml;ContainsTestsCount;0
angelozerr/lsp4xml;ContainsDevCount;0
angelozerr/lsp4xml;ContainsProdCount;0
angelozerr/lsp4xml;PropertiesContainsVersionCount;0
apache/accumulo;ProfilesCount;1
apache/accumulo;ContainsReleaseCount;1
apache/accumulo;ContainsPropertiesCount;1
apache/accumulo;ContainsActivationCount;1
apache/accumulo;ContainsTestsCount;0
apache/accumulo;ContainsDevCount;0
apache/accumulo;ContainsProdCount;0
apache/accumulo;PropertiesContainsVersionCount;0
apache/activemq;ProfilesCount;1
apache/activemq;ContainsReleaseCount;1
apache/activemq;ContainsPropertiesCount;1
apache/activemq;ContainsActivationCount;1
apache/activemq;ContainsTestsCount;0
apache/activemq;ContainsDevCount;0
apache/activemq;ContainsProdCount;0
apache/activemq;PropertiesContainsVersionCount;1
apache/activemq-artemis;ProfilesCount;1
apache/activemq-artemis;ContainsReleaseCount;1
apache/activemq-artemis;ContainsPropertiesCount;1
apache/activemq-artemis;ContainsActivationCount;1
apache/activemq-artemis;ContainsTestsCount;1
apache/activemq-artemis;ContainsDevCount;1
apache/activemq-artemis;ContainsProdCount;0
apache/activemq-artemis;PropertiesContainsVersionCount;0
apache/ambari;ProfilesCount;1
apache/ambari;ContainsReleaseCount;0
apache/ambari;ContainsPropertiesCount;1
apache/ambari;ContainsActivationCount;1
apache/ambari;ContainsTestsCount;0
apache/ambari;ContainsDevCount;0
apache/ambari;ContainsProdCount;0
apache/ambari;PropertiesContainsVersionCount;1
apache/archiva;ProfilesCount;1
apache/archiva;ContainsReleaseCount;1
apache/archiva;ContainsPropertiesCount;0
apache/archiva;ContainsActivationCount;1
apache/archiva;ContainsTestsCount;0
apache/archiva;ContainsDevCount;0
apache/archiva;ContainsProdCount;0
apache/archiva;PropertiesContainsVersionCount;0
apache/avro;ProfilesCount;1
apache/avro;ContainsReleaseCount;0
apache/avro;ContainsPropertiesCount;0
apache/avro;ContainsActivationCount;1
apache/avro;ContainsTestsCount;0
apache/avro;ContainsDevCount;0
apache/avro;ContainsProdCount;0
apache/avro;PropertiesContainsVersionCount;0
apache/bigtop;ProfilesCount;1
apache/bigtop;ContainsReleaseCount;1
apache/bigtop;ContainsPropertiesCount;0
apache/bigtop;ContainsActivationCount;0
apache/bigtop;ContainsTestsCount;0
apache/bigtop;ContainsDevCount;0
apache/bigtop;ContainsProdCount;0
apache/bigtop;PropertiesContainsVersionCount;0
apache/bookkeeper;ProfilesCount;1
apache/bookkeeper;ContainsReleaseCount;1
apache/bookkeeper;ContainsPropertiesCount;0
apache/bookkeeper;ContainsActivationCount;1
apache/bookkeeper;ContainsTestsCount;0
apache/bookkeeper;ContainsDevCount;1
apache/bookkeeper;ContainsProdCount;0
apache/bookkeeper;PropertiesContainsVersionCount;0
apache/camel;ProfilesCount;1
apache/camel;ContainsReleaseCount;1
apache/camel;ContainsPropertiesCount;1
apache/camel;ContainsActivationCount;1
apache/camel;ContainsTestsCount;0
apache/camel;ContainsDevCount;0
apache/camel;ContainsProdCount;0
apache/camel;PropertiesContainsVersionCount;0
apache/commons-codec;ProfilesCount;1
apache/commons-codec;ContainsReleaseCount;0
apache/commons-codec;ContainsPropertiesCount;1
apache/commons-codec;ContainsActivationCount;1
apache/commons-codec;ContainsTestsCount;0
apache/commons-codec;ContainsDevCount;0
apache/commons-codec;ContainsProdCount;0
apache/commons-codec;PropertiesContainsVersionCount;0
apache/commons-collections;ProfilesCount;1
apache/commons-collections;ContainsReleaseCount;0
apache/commons-collections;ContainsPropertiesCount;1
apache/commons-collections;ContainsActivationCount;1
apache/commons-collections;ContainsTestsCount;0
apache/commons-collections;ContainsDevCount;0
apache/commons-collections;ContainsProdCount;0
apache/commons-collections;PropertiesContainsVersionCount;1
apache/commons-compress;ProfilesCount;1
apache/commons-compress;ContainsReleaseCount;0
apache/commons-compress;ContainsPropertiesCount;1
apache/commons-compress;ContainsActivationCount;1
apache/commons-compress;ContainsTestsCount;0
apache/commons-compress;ContainsDevCount;0
apache/commons-compress;ContainsProdCount;0
apache/commons-compress;PropertiesContainsVersionCount;0
apache/commons-dbutils;ProfilesCount;1
apache/commons-dbutils;ContainsReleaseCount;0
apache/commons-dbutils;ContainsPropertiesCount;0
apache/commons-dbutils;ContainsActivationCount;1
apache/commons-dbutils;ContainsTestsCount;0
apache/commons-dbutils;ContainsDevCount;0
apache/commons-dbutils;ContainsProdCount;0
apache/commons-dbutils;PropertiesContainsVersionCount;0
apache/commons-fileupload;ProfilesCount;1
apache/commons-fileupload;ContainsReleaseCount;0
apache/commons-fileupload;ContainsPropertiesCount;1
apache/commons-fileupload;ContainsActivationCount;1
apache/commons-fileupload;ContainsTestsCount;0
apache/commons-fileupload;ContainsDevCount;0
apache/commons-fileupload;ContainsProdCount;0
apache/commons-fileupload;PropertiesContainsVersionCount;0
apache/commons-imaging;ProfilesCount;1
apache/commons-imaging;ContainsReleaseCount;0
apache/commons-imaging;ContainsPropertiesCount;1
apache/commons-imaging;ContainsActivationCount;1
apache/commons-imaging;ContainsTestsCount;0
apache/commons-imaging;ContainsDevCount;0
apache/commons-imaging;ContainsProdCount;0
apache/commons-imaging;PropertiesContainsVersionCount;0
apache/commons-lang;ProfilesCount;1
apache/commons-lang;ContainsReleaseCount;0
apache/commons-lang;ContainsPropertiesCount;1
apache/commons-lang;ContainsActivationCount;1
apache/commons-lang;ContainsTestsCount;0
apache/commons-lang;ContainsDevCount;0
apache/commons-lang;ContainsProdCount;0
apache/commons-lang;PropertiesContainsVersionCount;0
apache/commons-pool;ProfilesCount;1
apache/commons-pool;ContainsReleaseCount;0
apache/commons-pool;ContainsPropertiesCount;1
apache/commons-pool;ContainsActivationCount;1
apache/commons-pool;ContainsTestsCount;0
apache/commons-pool;ContainsDevCount;0
apache/commons-pool;ContainsProdCount;0
apache/commons-pool;PropertiesContainsVersionCount;0
apache/commons-text;ProfilesCount;1
apache/commons-text;ContainsReleaseCount;0
apache/commons-text;ContainsPropertiesCount;1
apache/commons-text;ContainsActivationCount;1
apache/commons-text;ContainsTestsCount;0
apache/commons-text;ContainsDevCount;0
apache/commons-text;ContainsProdCount;0
apache/commons-text;PropertiesContainsVersionCount;0
apache/deltaspike;ProfilesCount;1
apache/deltaspike;ContainsReleaseCount;0
apache/deltaspike;ContainsPropertiesCount;0
apache/deltaspike;ContainsActivationCount;0
apache/deltaspike;ContainsTestsCount;0
apache/deltaspike;ContainsDevCount;0
apache/deltaspike;ContainsProdCount;0
apache/deltaspike;PropertiesContainsVersionCount;0
apache/directory-kerby;ProfilesCount;1
apache/directory-kerby;ContainsReleaseCount;1
apache/directory-kerby;ContainsPropertiesCount;1
apache/directory-kerby;ContainsActivationCount;1
apache/directory-kerby;ContainsTestsCount;0
apache/directory-kerby;ContainsDevCount;0
apache/directory-kerby;ContainsProdCount;0
apache/directory-kerby;PropertiesContainsVersionCount;0
apache/drill;ProfilesCount;1
apache/drill;ContainsReleaseCount;1
apache/drill;ContainsPropertiesCount;1
apache/drill;ContainsActivationCount;1
apache/drill;ContainsTestsCount;0
apache/drill;ContainsDevCount;0
apache/drill;ContainsProdCount;0
apache/drill;PropertiesContainsVersionCount;1
apache/dubbo;ProfilesCount;1
apache/dubbo;ContainsReleaseCount;1
apache/dubbo;ContainsPropertiesCount;1
apache/dubbo;ContainsActivationCount;1
apache/dubbo;ContainsTestsCount;0
apache/dubbo;ContainsDevCount;0
apache/dubbo;ContainsProdCount;0
apache/dubbo;PropertiesContainsVersionCount;1
apache/flink;ProfilesCount;1
apache/flink;ContainsReleaseCount;1
apache/flink;ContainsPropertiesCount;1
apache/flink;ContainsActivationCount;1
apache/flink;ContainsTestsCount;0
apache/flink;ContainsDevCount;0
apache/flink;ContainsProdCount;0
apache/flink;PropertiesContainsVersionCount;1
apache/fluo;ProfilesCount;1
apache/fluo;ContainsReleaseCount;1
apache/fluo;ContainsPropertiesCount;1
apache/fluo;ContainsActivationCount;1
apache/fluo;ContainsTestsCount;0
apache/fluo;ContainsDevCount;0
apache/fluo;ContainsProdCount;0
apache/fluo;PropertiesContainsVersionCount;0
apache/guacamole-client;ProfilesCount;1
apache/guacamole-client;ContainsReleaseCount;0
apache/guacamole-client;ContainsPropertiesCount;0
apache/guacamole-client;ContainsActivationCount;0
apache/guacamole-client;ContainsTestsCount;0
apache/guacamole-client;ContainsDevCount;0
apache/guacamole-client;ContainsProdCount;0
apache/guacamole-client;PropertiesContainsVersionCount;0
apache/hadoop;ProfilesCount;1
apache/hadoop;ContainsReleaseCount;0
apache/hadoop;ContainsPropertiesCount;1
apache/hadoop;ContainsActivationCount;1
apache/hadoop;ContainsTestsCount;0
apache/hadoop;ContainsDevCount;0
apache/hadoop;ContainsProdCount;0
apache/hadoop;PropertiesContainsVersionCount;0
apache/hadoop-ozone;ProfilesCount;1
apache/hadoop-ozone;ContainsReleaseCount;0
apache/hadoop-ozone;ContainsPropertiesCount;1
apache/hadoop-ozone;ContainsActivationCount;1
apache/hadoop-ozone;ContainsTestsCount;0
apache/hadoop-ozone;ContainsDevCount;0
apache/hadoop-ozone;ContainsProdCount;0
apache/hadoop-ozone;PropertiesContainsVersionCount;0
apache/hbase;ProfilesCount;1
apache/hbase;ContainsReleaseCount;1
apache/hbase;ContainsPropertiesCount;1
apache/hbase;ContainsActivationCount;1
apache/hbase;ContainsTestsCount;0
apache/hbase;ContainsDevCount;0
apache/hbase;ContainsProdCount;0
apache/hbase;PropertiesContainsVersionCount;1
apache/hbase-operator-tools;ProfilesCount;1
apache/hbase-operator-tools;ContainsReleaseCount;1
apache/hbase-operator-tools;ContainsPropertiesCount;0
apache/hbase-operator-tools;ContainsActivationCount;0
apache/hbase-operator-tools;ContainsTestsCount;0
apache/hbase-operator-tools;ContainsDevCount;0
apache/hbase-operator-tools;ContainsProdCount;0
apache/hbase-operator-tools;PropertiesContainsVersionCount;0
apache/helix;ProfilesCount;1
apache/helix;ContainsReleaseCount;0
apache/helix;ContainsPropertiesCount;1
apache/helix;ContainsActivationCount;0
apache/helix;ContainsTestsCount;1
apache/helix;ContainsDevCount;0
apache/helix;ContainsProdCount;0
apache/helix;PropertiesContainsVersionCount;0
apache/hive;ProfilesCount;1
apache/hive;ContainsReleaseCount;0
apache/hive;ContainsPropertiesCount;1
apache/hive;ContainsActivationCount;1
apache/hive;ContainsTestsCount;1
apache/hive;ContainsDevCount;0
apache/hive;ContainsProdCount;0
apache/hive;PropertiesContainsVersionCount;0
apache/ignite;ProfilesCount;1
apache/ignite;ContainsReleaseCount;1
apache/ignite;ContainsPropertiesCount;0
apache/ignite;ContainsActivationCount;1
apache/ignite;ContainsTestsCount;1
apache/ignite;ContainsDevCount;0
apache/ignite;ContainsProdCount;0
apache/ignite;PropertiesContainsVersionCount;0
apache/incubator-crail;ProfilesCount;1
apache/incubator-crail;ContainsReleaseCount;0
apache/incubator-crail;ContainsPropertiesCount;1
apache/incubator-crail;ContainsActivationCount;0
apache/incubator-crail;ContainsTestsCount;0
apache/incubator-crail;ContainsDevCount;0
apache/incubator-crail;ContainsProdCount;0
apache/incubator-crail;PropertiesContainsVersionCount;1
apache/incubator-dlab;ProfilesCount;1
apache/incubator-dlab;ContainsReleaseCount;0
apache/incubator-dlab;ContainsPropertiesCount;0
apache/incubator-dlab;ContainsActivationCount;0
apache/incubator-dlab;ContainsTestsCount;0
apache/incubator-dlab;ContainsDevCount;0
apache/incubator-dlab;ContainsProdCount;0
apache/incubator-dlab;PropertiesContainsVersionCount;0
apache/incubator-hudi;ProfilesCount;1
apache/incubator-hudi;ContainsReleaseCount;1
apache/incubator-hudi;ContainsPropertiesCount;1
apache/incubator-hudi;ContainsActivationCount;1
apache/incubator-hudi;ContainsTestsCount;0
apache/incubator-hudi;ContainsDevCount;0
apache/incubator-hudi;ContainsProdCount;0
apache/incubator-hudi;PropertiesContainsVersionCount;1
apache/incubator-pinot;ProfilesCount;1
apache/incubator-pinot;ContainsReleaseCount;1
apache/incubator-pinot;ContainsPropertiesCount;1
apache/incubator-pinot;ContainsActivationCount;1
apache/incubator-pinot;ContainsTestsCount;1
apache/incubator-pinot;ContainsDevCount;0
apache/incubator-pinot;ContainsProdCount;0
apache/incubator-pinot;PropertiesContainsVersionCount;1
apache/incubator-ratis;ProfilesCount;1
apache/incubator-ratis;ContainsReleaseCount;1
apache/incubator-ratis;ContainsPropertiesCount;1
apache/incubator-ratis;ContainsActivationCount;1
apache/incubator-ratis;ContainsTestsCount;0
apache/incubator-ratis;ContainsDevCount;0
apache/incubator-ratis;ContainsProdCount;0
apache/incubator-ratis;PropertiesContainsVersionCount;0
apache/jclouds;ProfilesCount;1
apache/jclouds;ContainsReleaseCount;0
apache/jclouds;ContainsPropertiesCount;0
apache/jclouds;ContainsActivationCount;0
apache/jclouds;ContainsTestsCount;0
apache/jclouds;ContainsDevCount;0
apache/jclouds;ContainsProdCount;0
apache/jclouds;PropertiesContainsVersionCount;0
apache/jena;ProfilesCount;1
apache/jena;ContainsReleaseCount;0
apache/jena;ContainsPropertiesCount;0
apache/jena;ContainsActivationCount;1
apache/jena;ContainsTestsCount;0
apache/jena;ContainsDevCount;1
apache/jena;ContainsProdCount;0
apache/jena;PropertiesContainsVersionCount;0
apache/karaf;ProfilesCount;1
apache/karaf;ContainsReleaseCount;1
apache/karaf;ContainsPropertiesCount;1
apache/karaf;ContainsActivationCount;1
apache/karaf;ContainsTestsCount;0
apache/karaf;ContainsDevCount;0
apache/karaf;ContainsProdCount;0
apache/karaf;PropertiesContainsVersionCount;0
apache/knox;ProfilesCount;1
apache/knox;ContainsReleaseCount;1
apache/knox;ContainsPropertiesCount;1
apache/knox;ContainsActivationCount;1
apache/knox;ContainsTestsCount;0
apache/knox;ContainsDevCount;1
apache/knox;ContainsProdCount;0
apache/knox;PropertiesContainsVersionCount;0
apache/kylin;ProfilesCount;1
apache/kylin;ContainsReleaseCount;1
apache/kylin;ContainsPropertiesCount;1
apache/kylin;ContainsActivationCount;1
apache/kylin;ContainsTestsCount;0
apache/kylin;ContainsDevCount;0
apache/kylin;ContainsProdCount;0
apache/kylin;PropertiesContainsVersionCount;1
apache/logging-log4j2;ProfilesCount;1
apache/logging-log4j2;ContainsReleaseCount;1
apache/logging-log4j2;ContainsPropertiesCount;1
apache/logging-log4j2;ContainsActivationCount;1
apache/logging-log4j2;ContainsTestsCount;0
apache/logging-log4j2;ContainsDevCount;0
apache/logging-log4j2;ContainsProdCount;0
apache/logging-log4j2;PropertiesContainsVersionCount;0
apache/mahout;ProfilesCount;1
apache/mahout;ContainsReleaseCount;1
apache/mahout;ContainsPropertiesCount;1
apache/mahout;ContainsActivationCount;1
apache/mahout;ContainsTestsCount;0
apache/mahout;ContainsDevCount;0
apache/mahout;ContainsProdCount;0
apache/mahout;PropertiesContainsVersionCount;0
apache/maven-archetype;ProfilesCount;1
apache/maven-archetype;ContainsReleaseCount;0
apache/maven-archetype;ContainsPropertiesCount;0
apache/maven-archetype;ContainsActivationCount;0
apache/maven-archetype;ContainsTestsCount;0
apache/maven-archetype;ContainsDevCount;0
apache/maven-archetype;ContainsProdCount;0
apache/maven-archetype;PropertiesContainsVersionCount;0
apache/maven-compiler-plugin;ProfilesCount;1
apache/maven-compiler-plugin;ContainsReleaseCount;0
apache/maven-compiler-plugin;ContainsPropertiesCount;0
apache/maven-compiler-plugin;ContainsActivationCount;1
apache/maven-compiler-plugin;ContainsTestsCount;0
apache/maven-compiler-plugin;ContainsDevCount;0
apache/maven-compiler-plugin;ContainsProdCount;0
apache/maven-compiler-plugin;PropertiesContainsVersionCount;0
apache/maven-dependency-plugin;ProfilesCount;1
apache/maven-dependency-plugin;ContainsReleaseCount;0
apache/maven-dependency-plugin;ContainsPropertiesCount;0
apache/maven-dependency-plugin;ContainsActivationCount;0
apache/maven-dependency-plugin;ContainsTestsCount;0
apache/maven-dependency-plugin;ContainsDevCount;0
apache/maven-dependency-plugin;ContainsProdCount;0
apache/maven-dependency-plugin;PropertiesContainsVersionCount;0
apache/maven-shade-plugin;ProfilesCount;1
apache/maven-shade-plugin;ContainsReleaseCount;0
apache/maven-shade-plugin;ContainsPropertiesCount;0
apache/maven-shade-plugin;ContainsActivationCount;0
apache/maven-shade-plugin;ContainsTestsCount;0
apache/maven-shade-plugin;ContainsDevCount;0
apache/maven-shade-plugin;ContainsProdCount;0
apache/maven-shade-plugin;PropertiesContainsVersionCount;0
apache/mina;ProfilesCount;1
apache/mina;ContainsReleaseCount;1
apache/mina;ContainsPropertiesCount;1
apache/mina;ContainsActivationCount;1
apache/mina;ContainsTestsCount;0
apache/mina;ContainsDevCount;0
apache/mina;ContainsProdCount;0
apache/mina;PropertiesContainsVersionCount;0
apache/myfaces;ProfilesCount;1
apache/myfaces;ContainsReleaseCount;1
apache/myfaces;ContainsPropertiesCount;0
apache/myfaces;ContainsActivationCount;1
apache/myfaces;ContainsTestsCount;0
apache/myfaces;ContainsDevCount;0
apache/myfaces;ContainsProdCount;0
apache/myfaces;PropertiesContainsVersionCount;0
apache/nifi;ProfilesCount;1
apache/nifi;ContainsReleaseCount;0
apache/nifi;ContainsPropertiesCount;1
apache/nifi;ContainsActivationCount;1
apache/nifi;ContainsTestsCount;1
apache/nifi;ContainsDevCount;0
apache/nifi;ContainsProdCount;0
apache/nifi;PropertiesContainsVersionCount;0
apache/nifi-minifi;ProfilesCount;1
apache/nifi-minifi;ContainsReleaseCount;0
apache/nifi-minifi;ContainsPropertiesCount;0
apache/nifi-minifi;ContainsActivationCount;0
apache/nifi-minifi;ContainsTestsCount;0
apache/nifi-minifi;ContainsDevCount;0
apache/nifi-minifi;ContainsProdCount;0
apache/nifi-minifi;PropertiesContainsVersionCount;0
apache/nifi-registry;ProfilesCount;1
apache/nifi-registry;ContainsReleaseCount;0
apache/nifi-registry;ContainsPropertiesCount;1
apache/nifi-registry;ContainsActivationCount;1
apache/nifi-registry;ContainsTestsCount;1
apache/nifi-registry;ContainsDevCount;0
apache/nifi-registry;ContainsProdCount;0
apache/nifi-registry;PropertiesContainsVersionCount;0
apache/openjpa;ProfilesCount;1
apache/openjpa;ContainsReleaseCount;1
apache/openjpa;ContainsPropertiesCount;1
apache/openjpa;ContainsActivationCount;1
apache/openjpa;ContainsTestsCount;1
apache/openjpa;ContainsDevCount;0
apache/openjpa;ContainsProdCount;0
apache/openjpa;PropertiesContainsVersionCount;1
apache/parquet-format;ProfilesCount;1
apache/parquet-format;ContainsReleaseCount;0
apache/parquet-format;ContainsPropertiesCount;0
apache/parquet-format;ContainsActivationCount;1
apache/parquet-format;ContainsTestsCount;0
apache/parquet-format;ContainsDevCount;0
apache/parquet-format;ContainsProdCount;0
apache/parquet-format;PropertiesContainsVersionCount;0
apache/parquet-mr;ProfilesCount;1
apache/parquet-mr;ContainsReleaseCount;0
apache/parquet-mr;ContainsPropertiesCount;1
apache/parquet-mr;ContainsActivationCount;0
apache/parquet-mr;ContainsTestsCount;0
apache/parquet-mr;ContainsDevCount;0
apache/parquet-mr;ContainsProdCount;0
apache/parquet-mr;PropertiesContainsVersionCount;1
apache/phoenix;ProfilesCount;1
apache/phoenix;ContainsReleaseCount;1
apache/phoenix;ContainsPropertiesCount;1
apache/phoenix;ContainsActivationCount;1
