repo;metric;value
github/maven-plugins;ContainsActivationCount;0
github/maven-plugins;ContainsTestsCount;0
github/maven-plugins;ContainsDevCount;0
github/maven-plugins;ContainsProdCount;0
github/maven-plugins;PropertiesContainsVersionCount;0
github/rundeck-chatops-plugin;ProfilesCount;1
github/rundeck-chatops-plugin;ContainsReleaseCount;1
github/rundeck-chatops-plugin;ContainsPropertiesCount;0
github/rundeck-chatops-plugin;ContainsActivationCount;1
github/rundeck-chatops-plugin;ContainsTestsCount;0
github/rundeck-chatops-plugin;ContainsDevCount;0
github/rundeck-chatops-plugin;ContainsProdCount;0
github/rundeck-chatops-plugin;PropertiesContainsVersionCount;0
google/acai;ProfilesCount;1
google/acai;ContainsReleaseCount;1
google/acai;ContainsPropertiesCount;0
google/acai;ContainsActivationCount;1
google/acai;ContainsTestsCount;0
google/acai;ContainsDevCount;0
google/acai;ContainsProdCount;0
google/acai;PropertiesContainsVersionCount;0
google/allocation-instrumenter;ProfilesCount;0
google/allocation-instrumenter;ContainsReleaseCount;0
google/allocation-instrumenter;ContainsPropertiesCount;0
google/allocation-instrumenter;ContainsActivationCount;0
google/allocation-instrumenter;ContainsTestsCount;0
google/allocation-instrumenter;ContainsDevCount;0
google/allocation-instrumenter;ContainsProdCount;0
google/allocation-instrumenter;PropertiesContainsVersionCount;0
google/caliper;ProfilesCount;0
google/caliper;ContainsReleaseCount;0
google/caliper;ContainsPropertiesCount;0
google/caliper;ContainsActivationCount;0
google/caliper;ContainsTestsCount;0
google/caliper;ContainsDevCount;0
google/caliper;ContainsProdCount;0
google/caliper;PropertiesContainsVersionCount;0
google/closure-compiler;ProfilesCount;1
google/closure-compiler;ContainsReleaseCount;0
google/closure-compiler;ContainsPropertiesCount;0
google/closure-compiler;ContainsActivationCount;0
google/closure-compiler;ContainsTestsCount;1
google/closure-compiler;ContainsDevCount;0
google/closure-compiler;ContainsProdCount;0
google/closure-compiler;PropertiesContainsVersionCount;0
google/closure-stylesheets;ProfilesCount;1
google/closure-stylesheets;ContainsReleaseCount;1
google/closure-stylesheets;ContainsPropertiesCount;0
google/closure-stylesheets;ContainsActivationCount;0
google/closure-stylesheets;ContainsTestsCount;0
google/closure-stylesheets;ContainsDevCount;0
google/closure-stylesheets;ContainsProdCount;0
google/closure-stylesheets;PropertiesContainsVersionCount;0
google/closure-templates;ProfilesCount;1
google/closure-templates;ContainsReleaseCount;1
google/closure-templates;ContainsPropertiesCount;0
google/closure-templates;ContainsActivationCount;0
google/closure-templates;ContainsTestsCount;0
google/closure-templates;ContainsDevCount;0
google/closure-templates;ContainsProdCount;0
google/closure-templates;PropertiesContainsVersionCount;0
google/compile-testing;ProfilesCount;1
google/compile-testing;ContainsReleaseCount;1
google/compile-testing;ContainsPropertiesCount;0
google/compile-testing;ContainsActivationCount;1
google/compile-testing;ContainsTestsCount;0
google/compile-testing;ContainsDevCount;0
google/compile-testing;ContainsProdCount;0
google/compile-testing;PropertiesContainsVersionCount;0
google/google-java-format;ProfilesCount;1
google/google-java-format;ContainsReleaseCount;0
google/google-java-format;ContainsPropertiesCount;0
google/google-java-format;ContainsActivationCount;1
google/google-java-format;ContainsTestsCount;0
google/google-java-format;ContainsDevCount;0
google/google-java-format;ContainsProdCount;0
google/google-java-format;PropertiesContainsVersionCount;0
google/gson;ProfilesCount;1
google/gson;ContainsReleaseCount;0
google/gson;ContainsPropertiesCount;0
google/gson;ContainsActivationCount;1
google/gson;ContainsTestsCount;0
google/gson;ContainsDevCount;0
google/gson;ContainsProdCount;0
google/gson;PropertiesContainsVersionCount;0
google/guava;ProfilesCount;1
google/guava;ContainsReleaseCount;1
google/guava;ContainsPropertiesCount;0
google/guava;ContainsActivationCount;0
google/guava;ContainsTestsCount;0
google/guava;ContainsDevCount;0
google/guava;ContainsProdCount;0
google/guava;PropertiesContainsVersionCount;0
google/guava-beta-checker;ProfilesCount;1
google/guava-beta-checker;ContainsReleaseCount;0
google/guava-beta-checker;ContainsPropertiesCount;0
google/guava-beta-checker;ContainsActivationCount;1
google/guava-beta-checker;ContainsTestsCount;0
google/guava-beta-checker;ContainsDevCount;0
google/guava-beta-checker;ContainsProdCount;0
google/guava-beta-checker;PropertiesContainsVersionCount;0
google/guice;ProfilesCount;1
google/guice;ContainsReleaseCount;0
google/guice;ContainsPropertiesCount;0
google/guice;ContainsActivationCount;1
google/guice;ContainsTestsCount;0
google/guice;ContainsDevCount;0
google/guice;ContainsProdCount;0
google/guice;PropertiesContainsVersionCount;0
google/java-monitoring-client-library;ProfilesCount;1
google/java-monitoring-client-library;ContainsReleaseCount;1
google/java-monitoring-client-library;ContainsPropertiesCount;0
google/java-monitoring-client-library;ContainsActivationCount;0
google/java-monitoring-client-library;ContainsTestsCount;0
google/java-monitoring-client-library;ContainsDevCount;0
google/java-monitoring-client-library;ContainsProdCount;0
google/java-monitoring-client-library;PropertiesContainsVersionCount;0
google/jimfs;ProfilesCount;1
google/jimfs;ContainsReleaseCount;0
google/jimfs;ContainsPropertiesCount;0
google/jimfs;ContainsActivationCount;1
google/jimfs;ContainsTestsCount;0
google/jimfs;ContainsDevCount;0
google/jimfs;ContainsProdCount;0
google/jimfs;PropertiesContainsVersionCount;0
google/mug;ProfilesCount;1
google/mug;ContainsReleaseCount;1
google/mug;ContainsPropertiesCount;0
google/mug;ContainsActivationCount;1
google/mug;ContainsTestsCount;0
google/mug;ContainsDevCount;0
google/mug;ContainsProdCount;0
google/mug;PropertiesContainsVersionCount;0
google/nel-reporter-java;ProfilesCount;1
google/nel-reporter-java;ContainsReleaseCount;0
google/nel-reporter-java;ContainsPropertiesCount;0
google/nel-reporter-java;ContainsActivationCount;1
google/nel-reporter-java;ContainsTestsCount;0
google/nel-reporter-java;ContainsDevCount;0
google/nel-reporter-java;ContainsProdCount;0
google/nel-reporter-java;PropertiesContainsVersionCount;0
google/postcss-rename;ProfilesCount;1
google/postcss-rename;ContainsReleaseCount;1
google/postcss-rename;ContainsPropertiesCount;0
google/postcss-rename;ContainsActivationCount;0
google/postcss-rename;ContainsTestsCount;0
google/postcss-rename;ContainsDevCount;0
google/postcss-rename;ContainsProdCount;0
google/postcss-rename;PropertiesContainsVersionCount;0
google/safe-html-types;ProfilesCount;1
google/safe-html-types;ContainsReleaseCount;1
google/safe-html-types;ContainsPropertiesCount;0
google/safe-html-types;ContainsActivationCount;1
google/safe-html-types;ContainsTestsCount;0
google/safe-html-types;ContainsDevCount;0
google/safe-html-types;ContainsProdCount;0
google/safe-html-types;PropertiesContainsVersionCount;0
google/turbine;ProfilesCount;1
google/turbine;ContainsReleaseCount;0
google/turbine;ContainsPropertiesCount;0
google/turbine;ContainsActivationCount;1
google/turbine;ContainsTestsCount;0
google/turbine;ContainsDevCount;0
google/turbine;ContainsProdCount;0
google/turbine;PropertiesContainsVersionCount;0
google/webauthndemo;ProfilesCount;1
google/webauthndemo;ContainsReleaseCount;0
google/webauthndemo;ContainsPropertiesCount;0
google/webauthndemo;ContainsActivationCount;1
google/webauthndemo;ContainsTestsCount;0
google/webauthndemo;ContainsDevCount;0
google/webauthndemo;ContainsProdCount;0
google/webauthndemo;PropertiesContainsVersionCount;0
googleads/google-ads-java;ProfilesCount;1
googleads/google-ads-java;ContainsReleaseCount;1
googleads/google-ads-java;ContainsPropertiesCount;0
googleads/google-ads-java;ContainsActivationCount;1
googleads/google-ads-java;ContainsTestsCount;0
googleads/google-ads-java;ContainsDevCount;0
googleads/google-ads-java;ContainsProdCount;0
googleads/google-ads-java;PropertiesContainsVersionCount;0
googleapis/google-auth-library-java;ProfilesCount;1
googleapis/google-auth-library-java;ContainsReleaseCount;1
googleapis/google-auth-library-java;ContainsPropertiesCount;0
googleapis/google-auth-library-java;ContainsActivationCount;1
googleapis/google-auth-library-java;ContainsTestsCount;0
googleapis/google-auth-library-java;ContainsDevCount;0
googleapis/google-auth-library-java;ContainsProdCount;0
googleapis/google-auth-library-java;PropertiesContainsVersionCount;0
googleapis/google-http-java-client;ProfilesCount;1
googleapis/google-http-java-client;ContainsReleaseCount;1
googleapis/google-http-java-client;ContainsPropertiesCount;1
googleapis/google-http-java-client;ContainsActivationCount;1
googleapis/google-http-java-client;ContainsTestsCount;1
googleapis/google-http-java-client;ContainsDevCount;0
googleapis/google-http-java-client;ContainsProdCount;0
googleapis/google-http-java-client;PropertiesContainsVersionCount;0
gridgain/gridgain;ProfilesCount;1
gridgain/gridgain;ContainsReleaseCount;1
gridgain/gridgain;ContainsPropertiesCount;0
gridgain/gridgain;ContainsActivationCount;1
gridgain/gridgain;ContainsTestsCount;1
gridgain/gridgain;ContainsDevCount;0
gridgain/gridgain;ContainsProdCount;0
gridgain/gridgain;PropertiesContainsVersionCount;0
hadoopsubmarine/submarine;ProfilesCount;1
hadoopsubmarine/submarine;ContainsReleaseCount;0
hadoopsubmarine/submarine;ContainsPropertiesCount;1
hadoopsubmarine/submarine;ContainsActivationCount;1
hadoopsubmarine/submarine;ContainsTestsCount;0
hadoopsubmarine/submarine;ContainsDevCount;0
hadoopsubmarine/submarine;ContainsProdCount;0
hadoopsubmarine/submarine;PropertiesContainsVersionCount;1
hazelcast/hazelcast;ProfilesCount;1
hazelcast/hazelcast;ContainsReleaseCount;1
hazelcast/hazelcast;ContainsPropertiesCount;1
hazelcast/hazelcast;ContainsActivationCount;1
hazelcast/hazelcast;ContainsTestsCount;1
hazelcast/hazelcast;ContainsDevCount;0
hazelcast/hazelcast;ContainsProdCount;0
hazelcast/hazelcast;PropertiesContainsVersionCount;0
hazelcast/hazelcast-code-samples;ProfilesCount;1
hazelcast/hazelcast-code-samples;ContainsReleaseCount;0
hazelcast/hazelcast-code-samples;ContainsPropertiesCount;0
hazelcast/hazelcast-code-samples;ContainsActivationCount;0
hazelcast/hazelcast-code-samples;ContainsTestsCount;0
hazelcast/hazelcast-code-samples;ContainsDevCount;0
hazelcast/hazelcast-code-samples;ContainsProdCount;0
hazelcast/hazelcast-code-samples;PropertiesContainsVersionCount;0
hazelcast/hazelcast-jet;ProfilesCount;1
hazelcast/hazelcast-jet;ContainsReleaseCount;1
hazelcast/hazelcast-jet;ContainsPropertiesCount;1
hazelcast/hazelcast-jet;ContainsActivationCount;0
hazelcast/hazelcast-jet;ContainsTestsCount;1
hazelcast/hazelcast-jet;ContainsDevCount;0
hazelcast/hazelcast-jet;ContainsProdCount;0
hazelcast/hazelcast-jet;PropertiesContainsVersionCount;0
hazelcast/hazelcast-kubernetes;ProfilesCount;1
hazelcast/hazelcast-kubernetes;ContainsReleaseCount;1
hazelcast/hazelcast-kubernetes;ContainsPropertiesCount;1
hazelcast/hazelcast-kubernetes;ContainsActivationCount;1
hazelcast/hazelcast-kubernetes;ContainsTestsCount;1
hazelcast/hazelcast-kubernetes;ContainsDevCount;0
hazelcast/hazelcast-kubernetes;ContainsProdCount;0
hazelcast/hazelcast-kubernetes;PropertiesContainsVersionCount;1
hazelcast/spring-data-hazelcast;ProfilesCount;1
hazelcast/spring-data-hazelcast;ContainsReleaseCount;1
hazelcast/spring-data-hazelcast;ContainsPropertiesCount;1
hazelcast/spring-data-hazelcast;ContainsActivationCount;0
hazelcast/spring-data-hazelcast;ContainsTestsCount;1
hazelcast/spring-data-hazelcast;ContainsDevCount;0
hazelcast/spring-data-hazelcast;ContainsProdCount;0
hazelcast/spring-data-hazelcast;PropertiesContainsVersionCount;0
hortonworks/registry;ProfilesCount;1
hortonworks/registry;ContainsReleaseCount;1
hortonworks/registry;ContainsPropertiesCount;1
hortonworks/registry;ContainsActivationCount;1
hortonworks/registry;ContainsTestsCount;0
hortonworks/registry;ContainsDevCount;0
hortonworks/registry;ContainsProdCount;0
hortonworks/registry;PropertiesContainsVersionCount;0
hortonworks/streamline;ProfilesCount;1
hortonworks/streamline;ContainsReleaseCount;0
hortonworks/streamline;ContainsPropertiesCount;1
hortonworks/streamline;ContainsActivationCount;1
hortonworks/streamline;ContainsTestsCount;1
hortonworks/streamline;ContainsDevCount;1
hortonworks/streamline;ContainsProdCount;0
hortonworks/streamline;PropertiesContainsVersionCount;0
hugegraph/hugegraph;ProfilesCount;1
hugegraph/hugegraph;ContainsReleaseCount;1
hugegraph/hugegraph;ContainsPropertiesCount;0
hugegraph/hugegraph;ContainsActivationCount;1
hugegraph/hugegraph;ContainsTestsCount;1
hugegraph/hugegraph;ContainsDevCount;0
hugegraph/hugegraph;ContainsProdCount;0
hugegraph/hugegraph;PropertiesContainsVersionCount;0
hyperledger/fabric-gateway-java;ProfilesCount;1
hyperledger/fabric-gateway-java;ContainsReleaseCount;1
hyperledger/fabric-gateway-java;ContainsPropertiesCount;0
hyperledger/fabric-gateway-java;ContainsActivationCount;0
hyperledger/fabric-gateway-java;ContainsTestsCount;0
hyperledger/fabric-gateway-java;ContainsDevCount;0
hyperledger/fabric-gateway-java;ContainsProdCount;0
hyperledger/fabric-gateway-java;PropertiesContainsVersionCount;0
hyperledger/fabric-sdk-java;ProfilesCount;1
hyperledger/fabric-sdk-java;ContainsReleaseCount;1
hyperledger/fabric-sdk-java;ContainsPropertiesCount;0
hyperledger/fabric-sdk-java;ContainsActivationCount;0
hyperledger/fabric-sdk-java;ContainsTestsCount;0
hyperledger/fabric-sdk-java;ContainsDevCount;0
hyperledger/fabric-sdk-java;ContainsProdCount;0
hyperledger/fabric-sdk-java;PropertiesContainsVersionCount;0
infinispan/infinispan;ProfilesCount;1
infinispan/infinispan;ContainsReleaseCount;0
infinispan/infinispan;ContainsPropertiesCount;1
infinispan/infinispan;ContainsActivationCount;1
infinispan/infinispan;ContainsTestsCount;1
infinispan/infinispan;ContainsDevCount;0
infinispan/infinispan;ContainsProdCount;0
infinispan/infinispan;PropertiesContainsVersionCount;0
intel/jndn-management;ProfilesCount;1
intel/jndn-management;ContainsReleaseCount;0
intel/jndn-management;ContainsPropertiesCount;0
intel/jndn-management;ContainsActivationCount;0
intel/jndn-management;ContainsTestsCount;0
intel/jndn-management;ContainsDevCount;0
intel/jndn-management;ContainsProdCount;0
intel/jndn-management;PropertiesContainsVersionCount;0
intel/jndn-mock;ProfilesCount;1
intel/jndn-mock;ContainsReleaseCount;0
intel/jndn-mock;ContainsPropertiesCount;0
intel/jndn-mock;ContainsActivationCount;0
intel/jndn-mock;ContainsTestsCount;0
intel/jndn-mock;ContainsDevCount;0
intel/jndn-mock;ContainsProdCount;0
intel/jndn-mock;PropertiesContainsVersionCount;0
intel/jndn-utils;ProfilesCount;1
intel/jndn-utils;ContainsReleaseCount;0
intel/jndn-utils;ContainsPropertiesCount;0
intel/jndn-utils;ContainsActivationCount;0
intel/jndn-utils;ContainsTestsCount;1
intel/jndn-utils;ContainsDevCount;0
intel/jndn-utils;ContainsProdCount;0
intel/jndn-utils;PropertiesContainsVersionCount;0
intel/llama;ProfilesCount;1
intel/llama;ContainsReleaseCount;0
intel/llama;ContainsPropertiesCount;0
intel/llama;ContainsActivationCount;1
intel/llama;ContainsTestsCount;0
intel/llama;ContainsDevCount;0
intel/llama;ContainsProdCount;0
intel/llama;PropertiesContainsVersionCount;0
jboss-developer/jboss-eap-quickstarts;ProfilesCount;1
jboss-developer/jboss-eap-quickstarts;ContainsReleaseCount;0
jboss-developer/jboss-eap-quickstarts;ContainsPropertiesCount;1
jboss-developer/jboss-eap-quickstarts;ContainsActivationCount;1
jboss-developer/jboss-eap-quickstarts;ContainsTestsCount;1
jboss-developer/jboss-eap-quickstarts;ContainsDevCount;1
jboss-developer/jboss-eap-quickstarts;ContainsProdCount;1
jboss-developer/jboss-eap-quickstarts;PropertiesContainsVersionCount;0
jclouds/jclouds;ProfilesCount;1
jclouds/jclouds;ContainsReleaseCount;0
jclouds/jclouds;ContainsPropertiesCount;0
jclouds/jclouds;ContainsActivationCount;0
jclouds/jclouds;ContainsTestsCount;0
jclouds/jclouds;ContainsDevCount;0
jclouds/jclouds;ContainsProdCount;0
jclouds/jclouds;PropertiesContainsVersionCount;0
keycloak/keycloak-documentation;ProfilesCount;1
keycloak/keycloak-documentation;ContainsReleaseCount;0
keycloak/keycloak-documentation;ContainsPropertiesCount;1
keycloak/keycloak-documentation;ContainsActivationCount;1
keycloak/keycloak-documentation;ContainsTestsCount;1
keycloak/keycloak-documentation;ContainsDevCount;0
keycloak/keycloak-documentation;ContainsProdCount;1
keycloak/keycloak-documentation;PropertiesContainsVersionCount;0
kiegroup/appformer;ProfilesCount;1
kiegroup/appformer;ContainsReleaseCount;0
kiegroup/appformer;ContainsPropertiesCount;1
kiegroup/appformer;ContainsActivationCount;1
kiegroup/appformer;ContainsTestsCount;0
kiegroup/appformer;ContainsDevCount;0
kiegroup/appformer;ContainsProdCount;0
kiegroup/appformer;PropertiesContainsVersionCount;0
kiegroup/drools;ProfilesCount;1
kiegroup/drools;ContainsReleaseCount;0
kiegroup/drools;ContainsPropertiesCount;1
kiegroup/drools;ContainsActivationCount;1
kiegroup/drools;ContainsTestsCount;0
kiegroup/drools;ContainsDevCount;0
kiegroup/drools;ContainsProdCount;0
kiegroup/drools;PropertiesContainsVersionCount;1
kiegroup/drools-wb;ProfilesCount;1
kiegroup/drools-wb;ContainsReleaseCount;0
kiegroup/drools-wb;ContainsPropertiesCount;1
kiegroup/drools-wb;ContainsActivationCount;0
kiegroup/drools-wb;ContainsTestsCount;0
kiegroup/drools-wb;ContainsDevCount;0
kiegroup/drools-wb;ContainsProdCount;0
kiegroup/drools-wb;PropertiesContainsVersionCount;0
kiegroup/droolsjbpm-integration;ProfilesCount;1
kiegroup/droolsjbpm-integration;ContainsReleaseCount;0
kiegroup/droolsjbpm-integration;ContainsPropertiesCount;1
kiegroup/droolsjbpm-integration;ContainsActivationCount;1
kiegroup/droolsjbpm-integration;ContainsTestsCount;0
kiegroup/droolsjbpm-integration;ContainsDevCount;0
kiegroup/droolsjbpm-integration;ContainsProdCount;0
kiegroup/droolsjbpm-integration;PropertiesContainsVersionCount;1
kiegroup/jbpm;ProfilesCount;1
kiegroup/jbpm;ContainsReleaseCount;0
kiegroup/jbpm;ContainsPropertiesCount;1
kiegroup/jbpm;ContainsActivationCount;1
kiegroup/jbpm;ContainsTestsCount;0
kiegroup/jbpm;ContainsDevCount;0
kiegroup/jbpm;ContainsProdCount;0
kiegroup/jbpm;PropertiesContainsVersionCount;1
kiegroup/jbpm-work-items;ProfilesCount;1
kiegroup/jbpm-work-items;ContainsReleaseCount;0
kiegroup/jbpm-work-items;ContainsPropertiesCount;0
kiegroup/jbpm-work-items;ContainsActivationCount;1
kiegroup/jbpm-work-items;ContainsTestsCount;0
kiegroup/jbpm-work-items;ContainsDevCount;0
kiegroup/jbpm-work-items;ContainsProdCount;1
kiegroup/jbpm-work-items;PropertiesContainsVersionCount;0
kiegroup/kogito-runtimes;ProfilesCount;1
kiegroup/kogito-runtimes;ContainsReleaseCount;0
kiegroup/kogito-runtimes;ContainsPropertiesCount;1
kiegroup/kogito-runtimes;ContainsActivationCount;1
kiegroup/kogito-runtimes;ContainsTestsCount;0
kiegroup/kogito-runtimes;ContainsDevCount;0
kiegroup/kogito-runtimes;ContainsProdCount;0
kiegroup/kogito-runtimes;PropertiesContainsVersionCount;1
kiegroup/optaplanner;ProfilesCount;1
kiegroup/optaplanner;ContainsReleaseCount;0
kiegroup/optaplanner;ContainsPropertiesCount;1
kiegroup/optaplanner;ContainsActivationCount;1
kiegroup/optaplanner;ContainsTestsCount;0
kiegroup/optaplanner;ContainsDevCount;0
kiegroup/optaplanner;ContainsProdCount;0
kiegroup/optaplanner;PropertiesContainsVersionCount;1
kiegroup/optaweb-employee-rostering;ProfilesCount;1
kiegroup/optaweb-employee-rostering;ContainsReleaseCount;0
kiegroup/optaweb-employee-rostering;ContainsPropertiesCount;1
kiegroup/optaweb-employee-rostering;ContainsActivationCount;1
kiegroup/optaweb-employee-rostering;ContainsTestsCount;0
kiegroup/optaweb-employee-rostering;ContainsDevCount;0
kiegroup/optaweb-employee-rostering;ContainsProdCount;0
kiegroup/optaweb-employee-rostering;PropertiesContainsVersionCount;0
kiegroup/optaweb-vehicle-routing;ProfilesCount;1
kiegroup/optaweb-vehicle-routing;ContainsReleaseCount;0
kiegroup/optaweb-vehicle-routing;ContainsPropertiesCount;1
kiegroup/optaweb-vehicle-routing;ContainsActivationCount;1
kiegroup/optaweb-vehicle-routing;ContainsTestsCount;0
kiegroup/optaweb-vehicle-routing;ContainsDevCount;0
kiegroup/optaweb-vehicle-routing;ContainsProdCount;0
kiegroup/optaweb-vehicle-routing;PropertiesContainsVersionCount;0
liferay/liferay-faces;ProfilesCount;1
liferay/liferay-faces;ContainsReleaseCount;1
liferay/liferay-faces;ContainsPropertiesCount;1
liferay/liferay-faces;ContainsActivationCount;1
liferay/liferay-faces;ContainsTestsCount;0
liferay/liferay-faces;ContainsDevCount;1
liferay/liferay-faces;ContainsProdCount;0
liferay/liferay-faces;PropertiesContainsVersionCount;1
liferay/liferay-faces-alloy;ProfilesCount;1
liferay/liferay-faces-alloy;ContainsReleaseCount;1
liferay/liferay-faces-alloy;ContainsPropertiesCount;1
liferay/liferay-faces-alloy;ContainsActivationCount;1
liferay/liferay-faces-alloy;ContainsTestsCount;0
liferay/liferay-faces-alloy;ContainsDevCount;1
liferay/liferay-faces-alloy;ContainsProdCount;0
liferay/liferay-faces-alloy;PropertiesContainsVersionCount;1
liferay/liferay-faces-bridge-impl;ProfilesCount;1
liferay/liferay-faces-bridge-impl;ContainsReleaseCount;1
liferay/liferay-faces-bridge-impl;ContainsPropertiesCount;1
liferay/liferay-faces-bridge-impl;ContainsActivationCount;1
liferay/liferay-faces-bridge-impl;ContainsTestsCount;0
liferay/liferay-faces-bridge-impl;ContainsDevCount;1
liferay/liferay-faces-bridge-impl;ContainsProdCount;0
liferay/liferay-faces-bridge-impl;PropertiesContainsVersionCount;1
liferay/liferay-faces-clay;ProfilesCount;1
liferay/liferay-faces-clay;ContainsReleaseCount;1
liferay/liferay-faces-clay;ContainsPropertiesCount;1
liferay/liferay-faces-clay;ContainsActivationCount;1
liferay/liferay-faces-clay;ContainsTestsCount;0
liferay/liferay-faces-clay;ContainsDevCount;1
liferay/liferay-faces-clay;ContainsProdCount;0
liferay/liferay-faces-clay;PropertiesContainsVersionCount;1
liferay/liferay-faces-portal;ProfilesCount;1
liferay/liferay-faces-portal;ContainsReleaseCount;1
liferay/liferay-faces-portal;ContainsPropertiesCount;1
liferay/liferay-faces-portal;ContainsActivationCount;1
liferay/liferay-faces-portal;ContainsTestsCount;0
liferay/liferay-faces-portal;ContainsDevCount;1
liferay/liferay-faces-portal;ContainsProdCount;0
liferay/liferay-faces-portal;PropertiesContainsVersionCount;1
liferay/liferay-faces-showcase;ProfilesCount;1
liferay/liferay-faces-showcase;ContainsReleaseCount;1
liferay/liferay-faces-showcase;ContainsPropertiesCount;1
liferay/liferay-faces-showcase;ContainsActivationCount;1
liferay/liferay-faces-showcase;ContainsTestsCount;0
liferay/liferay-faces-showcase;ContainsDevCount;1
liferay/liferay-faces-showcase;ContainsProdCount;0
liferay/liferay-faces-showcase;PropertiesContainsVersionCount;1
liferay/liferay-faces-util;ProfilesCount;1
liferay/liferay-faces-util;ContainsReleaseCount;1
liferay/liferay-faces-util;ContainsPropertiesCount;0
liferay/liferay-faces-util;ContainsActivationCount;0
liferay/liferay-faces-util;ContainsTestsCount;0
liferay/liferay-faces-util;ContainsDevCount;0
liferay/liferay-faces-util;ContainsProdCount;0
liferay/liferay-faces-util;PropertiesContainsVersionCount;0
liferay/liferay-maven-support;ProfilesCount;1
liferay/liferay-maven-support;ContainsReleaseCount;1
liferay/liferay-maven-support;ContainsPropertiesCount;0
liferay/liferay-maven-support;ContainsActivationCount;1
liferay/liferay-maven-support;ContainsTestsCount;0
liferay/liferay-maven-support;ContainsDevCount;0
liferay/liferay-maven-support;ContainsProdCount;0
liferay/liferay-maven-support;PropertiesContainsVersionCount;0
liferay/portletmvc4spring;ProfilesCount;1
liferay/portletmvc4spring;ContainsReleaseCount;1
liferay/portletmvc4spring;ContainsPropertiesCount;1
liferay/portletmvc4spring;ContainsActivationCount;1
liferay/portletmvc4spring;ContainsTestsCount;0
liferay/portletmvc4spring;ContainsDevCount;0
liferay/portletmvc4spring;ContainsProdCount;0
liferay/portletmvc4spring;PropertiesContainsVersionCount;0
linkedin/Cytodynamics;ProfilesCount;1
linkedin/Cytodynamics;ContainsReleaseCount;1
linkedin/Cytodynamics;ContainsPropertiesCount;0
linkedin/Cytodynamics;ContainsActivationCount;0
linkedin/Cytodynamics;ContainsTestsCount;0
linkedin/Cytodynamics;ContainsDevCount;0
linkedin/Cytodynamics;ContainsProdCount;0
linkedin/Cytodynamics;PropertiesContainsVersionCount;0
linkedin/cleo;ProfilesCount;1
linkedin/cleo;ContainsReleaseCount;1
linkedin/cleo;ContainsPropertiesCount;0
linkedin/cleo;ContainsActivationCount;1
linkedin/cleo;ContainsTestsCount;0
linkedin/cleo;ContainsDevCount;0
linkedin/cleo;ContainsProdCount;0
linkedin/cleo;PropertiesContainsVersionCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;ProfilesCount;1
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsReleaseCount;1
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsPropertiesCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsActivationCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsTestsCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsDevCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;ContainsProdCount;0
microsoft/AppCenter-Test-Appium-Java-Extensions;PropertiesContainsVersionCount;0
microsoft/Dhalion;ProfilesCount;1
microsoft/Dhalion;ContainsReleaseCount;1
microsoft/Dhalion;ContainsPropertiesCount;0
microsoft/Dhalion;ContainsActivationCount;1
microsoft/Dhalion;ContainsTestsCount;0
microsoft/Dhalion;ContainsDevCount;0
microsoft/Dhalion;ContainsProdCount;0
microsoft/Dhalion;PropertiesContainsVersionCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ProfilesCount;1
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsReleaseCount;1
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsPropertiesCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsActivationCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsTestsCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsDevCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;ContainsProdCount;0
microsoft/Git-Credential-Manager-for-Mac-and-Linux;PropertiesContainsVersionCount;0
microsoft/Partner-Center-Java;ProfilesCount;1
microsoft/Partner-Center-Java;ContainsReleaseCount;1
microsoft/Partner-Center-Java;ContainsPropertiesCount;0
microsoft/Partner-Center-Java;ContainsActivationCount;1
microsoft/Partner-Center-Java;ContainsTestsCount;0
microsoft/Partner-Center-Java;ContainsDevCount;0
microsoft/Partner-Center-Java;ContainsProdCount;0
microsoft/Partner-Center-Java;PropertiesContainsVersionCount;0
microsoft/azure-spark-java-sdk;ProfilesCount;1
microsoft/azure-spark-java-sdk;ContainsReleaseCount;1
microsoft/azure-spark-java-sdk;ContainsPropertiesCount;1
microsoft/azure-spark-java-sdk;ContainsActivationCount;1
microsoft/azure-spark-java-sdk;ContainsTestsCount;0
microsoft/azure-spark-java-sdk;ContainsDevCount;1
microsoft/azure-spark-java-sdk;ContainsProdCount;0
microsoft/azure-spark-java-sdk;PropertiesContainsVersionCount;0
microsoft/botbuilder-java;ProfilesCount;1
microsoft/botbuilder-java;ContainsReleaseCount;0
microsoft/botbuilder-java;ContainsPropertiesCount;0
microsoft/botbuilder-java;ContainsActivationCount;1
microsoft/botbuilder-java;ContainsTestsCount;0
