name,url,default_branch,stars
apache/commons-rdf,https://github.com/apache/commons-rdf,master,24
apache/dubbo-benchmark,https://github.com/apache/dubbo-benchmark,master,24
apache/jackrabbit-filevault,https://github.com/apache/jackrabbit-filevault,trunk,24
apache/maven-jlink-plugin,https://github.com/apache/maven-jlink-plugin,master,23
apache/santuario-java,https://github.com/apache/santuario-java,trunk,23
apache/incubator-tajo,https://github.com/apache/incubator-tajo,master,23
apache/empire-db,https://github.com/apache/empire-db,master,23
apache/uima-uimafit,https://github.com/apache/uima-uimafit,master,23
apache/xerces2-j,https://github.com/apache/xerces2-j,trunk,22
apache/tuscany-sca-2.x,https://github.com/apache/tuscany-sca-2.x,trunk,21
apache/sling-whiteboard,https://github.com/apache/sling-whiteboard,master,21
apache/pivot,https://github.com/apache/pivot,trunk,21
apache/maven-checkstyle-plugin,https://github.com/apache/maven-checkstyle-plugin,master,21
apache/portals-pluto,https://github.com/apache/portals-pluto,master,21
apache/camel-kafka-connector,https://github.com/apache/camel-kafka-connector,master,20
apache/commons-scxml,https://github.com/apache/commons-scxml,master,20
apache/struts1,https://github.com/apache/struts1,trunk,20
apache/maven-javadoc-plugin,https://github.com/apache/maven-javadoc-plugin,master,20
apache/maven-plugin-tools,https://github.com/apache/maven-plugin-tools,master,20
apache/qpid-proton-j,https://github.com/apache/qpid-proton-j,master,20
apache/cordova-amazon-fireos,https://github.com/apache/cordova-amazon-fireos,master,20
apache/xalan-j,https://github.com/apache/xalan-j,trunk,20
apache/commons-proxy,https://github.com/apache/commons-proxy,master,19
apache/servicemix4-bundles,https://github.com/apache/servicemix4-bundles,trunk,18
apache/attic-wink,https://github.com/apache/attic-wink,trunk,18
apache/incubator-taverna-language,https://github.com/apache/incubator-taverna-language,master,18
apache/dubbo-hessian-lite,https://github.com/apache/dubbo-hessian-lite,master,18
apache/vxquery,https://github.com/apache/vxquery,master,18
apache/commons-rng,https://github.com/apache/commons-rng,master,18
apache/maven-deploy-plugin,https://github.com/apache/maven-deploy-plugin,master,18
apache/james-hupa,https://github.com/apache/james-hupa,trunk,16
apache/maven-integration-testing,https://github.com/apache/maven-integration-testing,master,16
apache/axis1-java,https://github.com/apache/axis1-java,trunk,16
apache/dubbo-async-processor,https://github.com/apache/dubbo-async-processor,master,16
apache/maven-war-plugin,https://github.com/apache/maven-war-plugin,master,16
apache/lenya,https://github.com/apache/lenya,trunk,16
apache/maven-jar-plugin,https://github.com/apache/maven-jar-plugin,master,15
apache/cocoon,https://github.com/apache/cocoon,trunk,15
apache/abdera,https://github.com/apache/abdera,trunk,15
apache/james-jdkim,https://github.com/apache/james-jdkim,master,15
apache/ddlutils,https://github.com/apache/ddlutils,trunk,15
apache/maven-doxia,https://github.com/apache/maven-doxia,master,15
apache/sling-samples,https://github.com/apache/sling-samples,master,15
apache/incubator-retired-mrql,https://github.com/apache/incubator-retired-mrql,master,15
apache/activemq-protobuf,https://github.com/apache/activemq-protobuf,trunk,15
apache/logging-log4j-audit,https://github.com/apache/logging-log4j-audit,master,15
apache/cxf-fediz,https://github.com/apache/cxf-fediz,master,15
apache/fineract-cn-mobile,https://github.com/apache/fineract-cn-mobile,development,15
apache/asterixdb-hyracks,https://github.com/apache/asterixdb-hyracks,master,14
apache/servicemix4-features,https://github.com/apache/servicemix4-features,trunk,14
apache/etch,https://github.com/apache/etch,trunk,14
apache/geronimo-specs,https://github.com/apache/geronimo-specs,trunk,14
apache/commons-statistics,https://github.com/apache/commons-statistics,master,14
apache/incubator-weex-playground,https://github.com/apache/incubator-weex-playground,master,14
apache/attic-rave,https://github.com/apache/attic-rave,master,14
apache/netbeans-html4j,https://github.com/apache/netbeans-html4j,master,14
apache/rocketmq-ons,https://github.com/apache/rocketmq-ons,master,14
apache/commons-jxpath,https://github.com/apache/commons-jxpath,master,13
apache/maven-pmd-plugin,https://github.com/apache/maven-pmd-plugin,master,13
apache/maven-clean-plugin,https://github.com/apache/maven-clean-plugin,master,13
apache/directory-ldap-api,https://github.com/apache/directory-ldap-api,master,13
apache/log4j-extras,https://github.com/apache/log4j-extras,trunk,13
apache/incubator-retired-openaz,https://github.com/apache/incubator-retired-openaz,master,13
apache/incubator-taverna-mobile,https://github.com/apache/incubator-taverna-mobile,master,13
apache/dubbo-feature-test,https://github.com/apache/dubbo-feature-test,master,13
apache/fineract-cn-demo-server,https://github.com/apache/fineract-cn-demo-server,develop,13
apache/brooklyn-library,https://github.com/apache/brooklyn-library,master,12
apache/commons-bsf,https://github.com/apache/commons-bsf,master,12
apache/ambari-metrics,https://github.com/apache/ambari-metrics,master,12
apache/cassandra-sidecar,https://github.com/apache/cassandra-sidecar,master,12
apache/aries-jax-rs-whiteboard,https://github.com/apache/aries-jax-rs-whiteboard,master,12
apache/camel-k-runtime,https://github.com/apache/camel-k-runtime,master,12
apache/james-jspf,https://github.com/apache/james-jspf,master,12
apache/xmlgraphics-commons,https://github.com/apache/xmlgraphics-commons,trunk,12
apache/nifi-maven,https://github.com/apache/nifi-maven,master,12
apache/camel-spring-boot,https://github.com/apache/camel-spring-boot,master,12
apache/karaf-cave,https://github.com/apache/karaf-cave,master,12
apache/incubator-batchee,https://github.com/apache/incubator-batchee,master,12
apache/commons-functor,https://github.com/apache/commons-functor,master,11
apache/juddi,https://github.com/apache/juddi,master,11
apache/maven-2,https://github.com/apache/maven-2,maven-2.2.x,11
apache/jclouds-examples,https://github.com/apache/jclouds-examples,master,11
apache/incubator-sdap-mudrod,https://github.com/apache/incubator-sdap-mudrod,master,11
apache/directory-scimple,https://github.com/apache/directory-scimple,develop,11
apache/incubator-retired-edgent-samples,https://github.com/apache/incubator-retired-edgent-samples,develop,11
apache/geronimo-config,https://github.com/apache/geronimo-config,trunk,11
apache/metamodel-membrane,https://github.com/apache/metamodel-membrane,master,11
apache/incubator-taverna-engine,https://github.com/apache/incubator-taverna-engine,master,10
apache/sling-org-apache-sling-dynamic-include,https://github.com/apache/sling-org-apache-sling-dynamic-include,master,10
apache/ambari-logsearch,https://github.com/apache/ambari-logsearch,master,10
apache/maven-resources-plugin,https://github.com/apache/maven-resources-plugin,master,10
apache/mina-ftpserver,https://github.com/apache/mina-ftpserver,master,10
apache/river,https://github.com/apache/river,trunk,10
apache/maven-site-plugin,https://github.com/apache/maven-site-plugin,master,10
apache/maven-plugin-testing,https://github.com/apache/maven-plugin-testing,master,10
apache/directory-mavibot,https://github.com/apache/directory-mavibot,master,9
apache/aries-jpa,https://github.com/apache/aries-jpa,master,9
apache/brooklyn-docs,https://github.com/apache/brooklyn-docs,master,9
apache/cayenne-modeler,https://github.com/apache/cayenne-modeler,master,9
apache/commons-geometry,https://github.com/apache/commons-geometry,master,9
apache/openejb,https://github.com/apache/openejb,trunk,9
apache/aries-rsa,https://github.com/apache/aries-rsa,master,9
apache/sling-org-apache-sling-starter,https://github.com/apache/sling-org-apache-sling-starter,master,9
apache/cxf-xjc-utils,https://github.com/apache/cxf-xjc-utils,master,9
apache/accumulo-testing,https://github.com/apache/accumulo-testing,master,9
apache/sling-org-apache-sling-models-impl,https://github.com/apache/sling-org-apache-sling-models-impl,master,8
apache/phoenix-connectors,https://github.com/apache/phoenix-connectors,master,8
apache/ant-ivyde,https://github.com/apache/ant-ivyde,master,8
apache/myfaces-tobago,https://github.com/apache/myfaces-tobago,master,8
apache/sling-org-apache-sling-scripting-sightly,https://github.com/apache/sling-org-apache-sling-scripting-sightly,master,8
apache/fluo-recipes,https://github.com/apache/fluo-recipes,master,8
apache/maven-archetypes,https://github.com/apache/maven-archetypes,master,8
apache/myfaces-extcdi,https://github.com/apache/myfaces-extcdi,trunk,8
