repo,metric,value
aliyun/aliyun-log-producer-java,ActivationContainsPropertyCount,1
aliyun/aliyun-log-producer-java,ActivationContainsFileCount,0
aliyun/aliyun-log-producer-java,ActivationIsActiveByDefaultCount,0
aliyun/aliyun-log-producer-sample,ProfilesCount,1
aliyun/aliyun-log-producer-sample,ContainsActivationCount,1
aliyun/aliyun-log-producer-sample,ActivationContainsJDKCount,0
aliyun/aliyun-log-producer-sample,ActivationContainsOSCount,0
aliyun/aliyun-log-producer-sample,ActivationContainsPropertyCount,1
aliyun/aliyun-log-producer-sample,ActivationContainsFileCount,0
aliyun/aliyun-log-producer-sample,ActivationIsActiveByDefaultCount,0
aliyun/aliyun-odps-java-sdk,ProfilesCount,1
aliyun/aliyun-odps-java-sdk,ContainsActivationCount,1
aliyun/aliyun-odps-java-sdk,ActivationContainsJDKCount,1
aliyun/aliyun-odps-java-sdk,ActivationContainsOSCount,0
aliyun/aliyun-odps-java-sdk,ActivationContainsPropertyCount,0
aliyun/aliyun-odps-java-sdk,ActivationContainsFileCount,0
aliyun/aliyun-odps-java-sdk,ActivationIsActiveByDefaultCount,0
aliyun/aliyun-tablestore-java-sdk,ProfilesCount,1
aliyun/aliyun-tablestore-java-sdk,ContainsActivationCount,1
aliyun/aliyun-tablestore-java-sdk,ActivationContainsJDKCount,1
aliyun/aliyun-tablestore-java-sdk,ActivationContainsOSCount,0
aliyun/aliyun-tablestore-java-sdk,ActivationContainsPropertyCount,0
aliyun/aliyun-tablestore-java-sdk,ActivationContainsFileCount,0
aliyun/aliyun-tablestore-java-sdk,ActivationIsActiveByDefaultCount,0
aliyun/csb-sdk,ProfilesCount,2
aliyun/csb-sdk,ContainsActivationCount,1
aliyun/csb-sdk,ActivationContainsJDKCount,0
aliyun/csb-sdk,ActivationContainsOSCount,0
aliyun/csb-sdk,ActivationContainsPropertyCount,0
aliyun/csb-sdk,ActivationContainsFileCount,0
aliyun/csb-sdk,ActivationIsActiveByDefaultCount,1
apache/accumulo,ProfilesCount,10
apache/accumulo,ContainsActivationCount,3
apache/accumulo,ActivationContainsJDKCount,0
apache/accumulo,ActivationContainsOSCount,0
apache/accumulo,ActivationContainsPropertyCount,2
apache/accumulo,ActivationContainsFileCount,1
apache/accumulo,ActivationIsActiveByDefaultCount,0
apache/activemq,ProfilesCount,8
apache/activemq,ContainsActivationCount,2
apache/activemq,ActivationContainsJDKCount,1
apache/activemq,ActivationContainsOSCount,0
apache/activemq,ActivationContainsPropertyCount,1
apache/activemq,ActivationContainsFileCount,0
apache/activemq,ActivationIsActiveByDefaultCount,0
apache/activemq-artemis,ProfilesCount,12
apache/activemq-artemis,ContainsActivationCount,4
apache/activemq-artemis,ActivationContainsJDKCount,2
apache/activemq-artemis,ActivationContainsOSCount,0
apache/activemq-artemis,ActivationContainsPropertyCount,2
apache/activemq-artemis,ActivationContainsFileCount,0
apache/activemq-artemis,ActivationIsActiveByDefaultCount,1
apache/ambari,ProfilesCount,19
apache/ambari,ContainsActivationCount,6
apache/ambari,ActivationContainsJDKCount,0
apache/ambari,ActivationContainsOSCount,2
apache/ambari,ActivationContainsPropertyCount,4
apache/ambari,ActivationContainsFileCount,0
apache/ambari,ActivationIsActiveByDefaultCount,1
apache/archiva,ProfilesCount,5
apache/archiva,ContainsActivationCount,1
apache/archiva,ActivationContainsJDKCount,0
apache/archiva,ActivationContainsOSCount,0
apache/archiva,ActivationContainsPropertyCount,0
apache/archiva,ActivationContainsFileCount,0
apache/archiva,ActivationIsActiveByDefaultCount,1
apache/avro,ProfilesCount,5
apache/avro,ContainsActivationCount,1
apache/avro,ActivationContainsJDKCount,0
apache/avro,ActivationContainsOSCount,0
apache/avro,ActivationContainsPropertyCount,0
apache/avro,ActivationContainsFileCount,0
apache/avro,ActivationIsActiveByDefaultCount,1
apache/bookkeeper,ProfilesCount,6
apache/bookkeeper,ContainsActivationCount,2
apache/bookkeeper,ActivationContainsJDKCount,1
apache/bookkeeper,ActivationContainsOSCount,0
apache/bookkeeper,ActivationContainsPropertyCount,1
apache/bookkeeper,ActivationContainsFileCount,0
apache/bookkeeper,ActivationIsActiveByDefaultCount,0
apache/camel,ProfilesCount,10
apache/camel,ContainsActivationCount,5
apache/camel,ActivationContainsJDKCount,2
apache/camel,ActivationContainsOSCount,1
apache/camel,ActivationContainsPropertyCount,2
apache/camel,ActivationContainsFileCount,0
apache/camel,ActivationIsActiveByDefaultCount,0
apache/commons-codec,ProfilesCount,1
apache/commons-codec,ContainsActivationCount,1
apache/commons-codec,ActivationContainsJDKCount,1
apache/commons-codec,ActivationContainsOSCount,0
apache/commons-codec,ActivationContainsPropertyCount,0
apache/commons-codec,ActivationContainsFileCount,0
apache/commons-codec,ActivationIsActiveByDefaultCount,0
apache/commons-collections,ProfilesCount,2
apache/commons-collections,ContainsActivationCount,2
apache/commons-collections,ActivationContainsJDKCount,1
apache/commons-collections,ActivationContainsOSCount,0
apache/commons-collections,ActivationContainsPropertyCount,0
apache/commons-collections,ActivationContainsFileCount,1
apache/commons-collections,ActivationIsActiveByDefaultCount,0
apache/commons-compress,ProfilesCount,3
apache/commons-compress,ContainsActivationCount,1
apache/commons-compress,ActivationContainsJDKCount,1
apache/commons-compress,ActivationContainsOSCount,0
apache/commons-compress,ActivationContainsPropertyCount,0
apache/commons-compress,ActivationContainsFileCount,0
apache/commons-compress,ActivationIsActiveByDefaultCount,0
apache/commons-dbutils,ProfilesCount,2
apache/commons-dbutils,ContainsActivationCount,1
apache/commons-dbutils,ActivationContainsJDKCount,1
apache/commons-dbutils,ActivationContainsOSCount,0
apache/commons-dbutils,ActivationContainsPropertyCount,0
apache/commons-dbutils,ActivationContainsFileCount,0
apache/commons-dbutils,ActivationIsActiveByDefaultCount,0
apache/commons-fileupload,ProfilesCount,2
apache/commons-fileupload,ContainsActivationCount,2
apache/commons-fileupload,ActivationContainsJDKCount,1
apache/commons-fileupload,ActivationContainsOSCount,0
apache/commons-fileupload,ActivationContainsPropertyCount,0
apache/commons-fileupload,ActivationContainsFileCount,1
apache/commons-fileupload,ActivationIsActiveByDefaultCount,0
apache/commons-imaging,ProfilesCount,2
apache/commons-imaging,ContainsActivationCount,2
apache/commons-imaging,ActivationContainsJDKCount,1
apache/commons-imaging,ActivationContainsOSCount,0
apache/commons-imaging,ActivationContainsPropertyCount,0
apache/commons-imaging,ActivationContainsFileCount,1
apache/commons-imaging,ActivationIsActiveByDefaultCount,0
apache/commons-lang,ProfilesCount,4
apache/commons-lang,ContainsActivationCount,3
apache/commons-lang,ActivationContainsJDKCount,2
apache/commons-lang,ActivationContainsOSCount,0
apache/commons-lang,ActivationContainsPropertyCount,0
apache/commons-lang,ActivationContainsFileCount,1
apache/commons-lang,ActivationIsActiveByDefaultCount,0
apache/commons-pool,ProfilesCount,2
apache/commons-pool,ContainsActivationCount,2
apache/commons-pool,ActivationContainsJDKCount,2
apache/commons-pool,ActivationContainsOSCount,0
apache/commons-pool,ActivationContainsPropertyCount,0
apache/commons-pool,ActivationContainsFileCount,0
apache/commons-pool,ActivationIsActiveByDefaultCount,0
apache/commons-text,ProfilesCount,3
apache/commons-text,ContainsActivationCount,3
apache/commons-text,ActivationContainsJDKCount,2
apache/commons-text,ActivationContainsOSCount,0
apache/commons-text,ActivationContainsPropertyCount,0
apache/commons-text,ActivationContainsFileCount,1
apache/commons-text,ActivationIsActiveByDefaultCount,0
apache/directory-kerby,ProfilesCount,7
apache/directory-kerby,ContainsActivationCount,3
apache/directory-kerby,ActivationContainsJDKCount,0
apache/directory-kerby,ActivationContainsOSCount,0
apache/directory-kerby,ActivationContainsPropertyCount,0
apache/directory-kerby,ActivationContainsFileCount,3
apache/directory-kerby,ActivationIsActiveByDefaultCount,0
apache/drill,ProfilesCount,8
apache/drill,ContainsActivationCount,4
apache/drill,ActivationContainsJDKCount,0
apache/drill,ActivationContainsOSCount,0
apache/drill,ActivationContainsPropertyCount,3
apache/drill,ActivationContainsFileCount,0
apache/drill,ActivationIsActiveByDefaultCount,1
apache/dubbo,ProfilesCount,6
apache/dubbo,ContainsActivationCount,2
apache/dubbo,ActivationContainsJDKCount,2
apache/dubbo,ActivationContainsOSCount,0
apache/dubbo,ActivationContainsPropertyCount,0
apache/dubbo,ActivationContainsFileCount,0
apache/dubbo,ActivationIsActiveByDefaultCount,0
apache/flink,ProfilesCount,10
apache/flink,ContainsActivationCount,9
apache/flink,ActivationContainsJDKCount,1
apache/flink,ActivationContainsOSCount,0
apache/flink,ActivationContainsPropertyCount,8
apache/flink,ActivationContainsFileCount,0
apache/flink,ActivationIsActiveByDefaultCount,0
apache/fluo,ProfilesCount,6
apache/fluo,ContainsActivationCount,3
apache/fluo,ActivationContainsJDKCount,1
apache/fluo,ActivationContainsOSCount,0
apache/fluo,ActivationContainsPropertyCount,1
apache/fluo,ActivationContainsFileCount,1
apache/fluo,ActivationIsActiveByDefaultCount,0
apache/hadoop,ProfilesCount,4
apache/hadoop,ContainsActivationCount,3
apache/hadoop,ActivationContainsJDKCount,0
apache/hadoop,ActivationContainsOSCount,1
apache/hadoop,ActivationContainsPropertyCount,1
apache/hadoop,ActivationContainsFileCount,0
apache/hadoop,ActivationIsActiveByDefaultCount,2
apache/hadoop-ozone,ProfilesCount,3
apache/hadoop-ozone,ContainsActivationCount,1
apache/hadoop-ozone,ActivationContainsJDKCount,0
apache/hadoop-ozone,ActivationContainsOSCount,0
apache/hadoop-ozone,ActivationContainsPropertyCount,1
apache/hadoop-ozone,ActivationContainsFileCount,0
apache/hadoop-ozone,ActivationIsActiveByDefaultCount,1
apache/hbase,ProfilesCount,41
apache/hbase,ContainsActivationCount,37
apache/hbase,ActivationContainsJDKCount,2
apache/hbase,ActivationContainsOSCount,4
apache/hbase,ActivationContainsPropertyCount,7
apache/hbase,ActivationContainsFileCount,0
apache/hbase,ActivationIsActiveByDefaultCount,27
apache/hive,ProfilesCount,7
apache/hive,ContainsActivationCount,2
apache/hive,ActivationContainsJDKCount,0
apache/hive,ActivationContainsOSCount,1
apache/hive,ActivationContainsPropertyCount,1
apache/hive,ActivationContainsFileCount,0
apache/hive,ActivationIsActiveByDefaultCount,0
apache/ignite,ProfilesCount,18
apache/ignite,ContainsActivationCount,3
apache/ignite,ActivationContainsJDKCount,0
apache/ignite,ActivationContainsOSCount,0
apache/ignite,ActivationContainsPropertyCount,3
apache/ignite,ActivationContainsFileCount,0
apache/ignite,ActivationIsActiveByDefaultCount,0
apache/incubator-hudi,ProfilesCount,5
apache/incubator-hudi,ContainsActivationCount,3
apache/incubator-hudi,ActivationContainsJDKCount,0
apache/incubator-hudi,ActivationContainsOSCount,0
apache/incubator-hudi,ActivationContainsPropertyCount,3
apache/incubator-hudi,ActivationContainsFileCount,0
apache/incubator-hudi,ActivationIsActiveByDefaultCount,0
apache/incubator-pinot,ProfilesCount,5
apache/incubator-pinot,ContainsActivationCount,4
apache/incubator-pinot,ActivationContainsJDKCount,0
apache/incubator-pinot,ActivationContainsOSCount,0
apache/incubator-pinot,ActivationContainsPropertyCount,2
apache/incubator-pinot,ActivationContainsFileCount,0
apache/incubator-pinot,ActivationIsActiveByDefaultCount,2
apache/incubator-ratis,ProfilesCount,4
apache/incubator-ratis,ContainsActivationCount,3
apache/incubator-ratis,ActivationContainsJDKCount,0
apache/incubator-ratis,ActivationContainsOSCount,3
apache/incubator-ratis,ActivationContainsPropertyCount,0
apache/incubator-ratis,ActivationContainsFileCount,0
apache/incubator-ratis,ActivationIsActiveByDefaultCount,0
apache/jena,ProfilesCount,2
apache/jena,ContainsActivationCount,1
apache/jena,ActivationContainsJDKCount,0
apache/jena,ActivationContainsOSCount,0
apache/jena,ActivationContainsPropertyCount,1
apache/jena,ActivationContainsFileCount,0
apache/jena,ActivationIsActiveByDefaultCount,1
apache/karaf,ProfilesCount,7
apache/karaf,ContainsActivationCount,3
apache/karaf,ActivationContainsJDKCount,2
apache/karaf,ActivationContainsOSCount,0
apache/karaf,ActivationContainsPropertyCount,0
apache/karaf,ActivationContainsFileCount,0
apache/karaf,ActivationIsActiveByDefaultCount,1
apache/knox,ProfilesCount,4
apache/knox,ContainsActivationCount,1
apache/knox,ActivationContainsJDKCount,0
apache/knox,ActivationContainsOSCount,0
apache/knox,ActivationContainsPropertyCount,0
apache/knox,ActivationContainsFileCount,0
apache/knox,ActivationIsActiveByDefaultCount,1
apache/kylin,ProfilesCount,4
apache/kylin,ContainsActivationCount,3
apache/kylin,ActivationContainsJDKCount,0
apache/kylin,ActivationContainsOSCount,0
apache/kylin,ActivationContainsPropertyCount,3
apache/kylin,ActivationContainsFileCount,0
apache/kylin,ActivationIsActiveByDefaultCount,1
apache/logging-log4j2,ProfilesCount,6
apache/logging-log4j2,ContainsActivationCount,1
apache/logging-log4j2,ActivationContainsJDKCount,1
apache/logging-log4j2,ActivationContainsOSCount,0
apache/logging-log4j2,ActivationContainsPropertyCount,0
apache/logging-log4j2,ActivationContainsFileCount,0
apache/logging-log4j2,ActivationIsActiveByDefaultCount,0
apache/mahout,ProfilesCount,4
apache/mahout,ContainsActivationCount,1
apache/mahout,ActivationContainsJDKCount,0
apache/mahout,ActivationContainsOSCount,0
apache/mahout,ActivationContainsPropertyCount,1
apache/mahout,ActivationContainsFileCount,0
apache/mahout,ActivationIsActiveByDefaultCount,1
apache/maven-compiler-plugin,ProfilesCount,2
apache/maven-compiler-plugin,ContainsActivationCount,1
apache/maven-compiler-plugin,ActivationContainsJDKCount,0
apache/maven-compiler-plugin,ActivationContainsOSCount,0
apache/maven-compiler-plugin,ActivationContainsPropertyCount,1
apache/maven-compiler-plugin,ActivationContainsFileCount,0
apache/maven-compiler-plugin,ActivationIsActiveByDefaultCount,0
apache/mina,ProfilesCount,3
apache/mina,ContainsActivationCount,2
apache/mina,ActivationContainsJDKCount,0
apache/mina,ActivationContainsOSCount,0
apache/mina,ActivationContainsPropertyCount,2
apache/mina,ActivationContainsFileCount,0
apache/mina,ActivationIsActiveByDefaultCount,0
apache/myfaces,ProfilesCount,2
apache/myfaces,ContainsActivationCount,2
apache/myfaces,ActivationContainsJDKCount,0
apache/myfaces,ActivationContainsOSCount,0
apache/myfaces,ActivationContainsPropertyCount,2
apache/myfaces,ActivationContainsFileCount,0
apache/myfaces,ActivationIsActiveByDefaultCount,0
apache/nifi,ProfilesCount,7
apache/nifi,ContainsActivationCount,2
apache/nifi,ActivationContainsJDKCount,2
apache/nifi,ActivationContainsOSCount,0
apache/nifi,ActivationContainsPropertyCount,0
apache/nifi,ActivationContainsFileCount,0
apache/nifi,ActivationIsActiveByDefaultCount,0
apache/nifi-registry,ProfilesCount,4
apache/nifi-registry,ContainsActivationCount,2
apache/nifi-registry,ActivationContainsJDKCount,1
apache/nifi-registry,ActivationContainsOSCount,0
apache/nifi-registry,ActivationContainsPropertyCount,0
apache/nifi-registry,ActivationContainsFileCount,0
apache/nifi-registry,ActivationIsActiveByDefaultCount,1
apache/openjpa,ProfilesCount,33
apache/openjpa,ContainsActivationCount,31
apache/openjpa,ActivationContainsJDKCount,0
apache/openjpa,ActivationContainsOSCount,0
apache/openjpa,ActivationContainsPropertyCount,28
apache/openjpa,ActivationContainsFileCount,0
apache/openjpa,ActivationIsActiveByDefaultCount,4
apache/parquet-format,ProfilesCount,1
apache/parquet-format,ContainsActivationCount,1
apache/parquet-format,ActivationContainsJDKCount,0
apache/parquet-format,ActivationContainsOSCount,1
apache/parquet-format,ActivationContainsPropertyCount,0
apache/parquet-format,ActivationContainsFileCount,0
apache/parquet-format,ActivationIsActiveByDefaultCount,0
apache/phoenix,ProfilesCount,5
apache/phoenix,ContainsActivationCount,4
apache/phoenix,ActivationContainsJDKCount,0
apache/phoenix,ActivationContainsOSCount,0
apache/phoenix,ActivationContainsPropertyCount,4
apache/phoenix,ActivationContainsFileCount,0
apache/phoenix,ActivationIsActiveByDefaultCount,2
apache/plc4x,ProfilesCount,11
apache/plc4x,ContainsActivationCount,5
apache/plc4x,ActivationContainsJDKCount,0
apache/plc4x,ActivationContainsOSCount,3
apache/plc4x,ActivationContainsPropertyCount,1
apache/plc4x,ActivationContainsFileCount,0
apache/plc4x,ActivationIsActiveByDefaultCount,0
apache/pulsar,ProfilesCount,4
apache/pulsar,ContainsActivationCount,1
apache/pulsar,ActivationContainsJDKCount,0
apache/pulsar,ActivationContainsOSCount,1
apache/pulsar,ActivationContainsPropertyCount,0
apache/pulsar,ActivationContainsFileCount,0
apache/pulsar,ActivationIsActiveByDefaultCount,0
apache/rocketmq,ProfilesCount,4
apache/rocketmq,ContainsActivationCount,2
apache/rocketmq,ActivationContainsJDKCount,1
apache/rocketmq,ActivationContainsOSCount,0
apache/rocketmq,ActivationContainsPropertyCount,1
apache/rocketmq,ActivationContainsFileCount,0
apache/rocketmq,ActivationIsActiveByDefaultCount,0
apache/royale-compiler,ProfilesCount,6
apache/royale-compiler,ContainsActivationCount,3
apache/royale-compiler,ActivationContainsJDKCount,0
apache/royale-compiler,ActivationContainsOSCount,3
apache/royale-compiler,ActivationContainsPropertyCount,0
apache/royale-compiler,ActivationContainsFileCount,0
apache/royale-compiler,ActivationIsActiveByDefaultCount,0
apache/sentry,ProfilesCount,6
apache/sentry,ContainsActivationCount,3
apache/sentry,ActivationContainsJDKCount,0
apache/sentry,ActivationContainsOSCount,0
apache/sentry,ActivationContainsPropertyCount,1
apache/sentry,ActivationContainsFileCount,2
apache/sentry,ActivationIsActiveByDefaultCount,0
apache/shiro,ProfilesCount,6
apache/shiro,ContainsActivationCount,1
apache/shiro,ActivationContainsJDKCount,1
apache/shiro,ActivationContainsOSCount,0
apache/shiro,ActivationContainsPropertyCount,0
apache/shiro,ActivationContainsFileCount,0
apache/shiro,ActivationIsActiveByDefaultCount,0
apache/storm,ProfilesCount,9
apache/storm,ContainsActivationCount,2
apache/storm,ActivationContainsJDKCount,0
apache/storm,ActivationContainsOSCount,0
apache/storm,ActivationContainsPropertyCount,0
apache/storm,ActivationContainsFileCount,0
apache/storm,ActivationIsActiveByDefaultCount,2
apache/submarine,ProfilesCount,6
apache/submarine,ContainsActivationCount,3
apache/submarine,ActivationContainsJDKCount,0
apache/submarine,ActivationContainsOSCount,0
apache/submarine,ActivationContainsPropertyCount,2
apache/submarine,ActivationContainsFileCount,0
apache/submarine,ActivationIsActiveByDefaultCount,2
apache/tez,ProfilesCount,9
apache/tez,ContainsActivationCount,6
apache/tez,ActivationContainsJDKCount,1
apache/tez,ActivationContainsOSCount,0
apache/tez,ActivationContainsPropertyCount,2
apache/tez,ActivationContainsFileCount,0
apache/tez,ActivationIsActiveByDefaultCount,5
apache/unomi,ProfilesCount,8
apache/unomi,ContainsActivationCount,5
apache/unomi,ActivationContainsJDKCount,0
apache/unomi,ActivationContainsOSCount,0
apache/unomi,ActivationContainsPropertyCount,1
apache/unomi,ActivationContainsFileCount,0
apache/unomi,ActivationIsActiveByDefaultCount,4
apache/wicket,ProfilesCount,10
apache/wicket,ContainsActivationCount,4
apache/wicket,ActivationContainsJDKCount,1
apache/wicket,ActivationContainsOSCount,0
apache/wicket,ActivationContainsPropertyCount,0
apache/wicket,ActivationContainsFileCount,0
apache/wicket,ActivationIsActiveByDefaultCount,3
atlasmap/atlasmap,ProfilesCount,3
atlasmap/atlasmap,ContainsActivationCount,1
atlasmap/atlasmap,ActivationContainsJDKCount,1
atlasmap/atlasmap,ActivationContainsOSCount,0
atlasmap/atlasmap,ActivationContainsPropertyCount,0
atlasmap/atlasmap,ActivationContainsFileCount,0
atlasmap/atlasmap,ActivationIsActiveByDefaultCount,0
aws/aws-encryption-sdk-java,ProfilesCount,3
aws/aws-encryption-sdk-java,ContainsActivationCount,2
aws/aws-encryption-sdk-java,ActivationContainsJDKCount,0
aws/aws-encryption-sdk-java,ActivationContainsOSCount,0
aws/aws-encryption-sdk-java,ActivationContainsPropertyCount,0
aws/aws-encryption-sdk-java,ActivationContainsFileCount,0
aws/aws-encryption-sdk-java,ActivationIsActiveByDefaultCount,2
aws/aws-kinesisanalytics-flink-connectors,ProfilesCount,1
aws/aws-kinesisanalytics-flink-connectors,ContainsActivationCount,1
aws/aws-kinesisanalytics-flink-connectors,ActivationContainsJDKCount,0
aws/aws-kinesisanalytics-flink-connectors,ActivationContainsOSCount,0
aws/aws-kinesisanalytics-flink-connectors,ActivationContainsPropertyCount,1
aws/aws-kinesisanalytics-flink-connectors,ActivationContainsFileCount,0
aws/aws-kinesisanalytics-flink-connectors,ActivationIsActiveByDefaultCount,0
aws/aws-sdk-java-v2,ProfilesCount,8
aws/aws-sdk-java-v2,ContainsActivationCount,4
aws/aws-sdk-java-v2,ActivationContainsJDKCount,1
aws/aws-sdk-java-v2,ActivationContainsOSCount,0
aws/aws-sdk-java-v2,ActivationContainsPropertyCount,3
aws/aws-sdk-java-v2,ActivationContainsFileCount,0
aws/aws-sdk-java-v2,ActivationIsActiveByDefaultCount,0
aws/aws-toolkit-eclipse,ProfilesCount,7
aws/aws-toolkit-eclipse,ContainsActivationCount,5
aws/aws-toolkit-eclipse,ActivationContainsJDKCount,0
aws/aws-toolkit-eclipse,ActivationContainsOSCount,0
aws/aws-toolkit-eclipse,ActivationContainsPropertyCount,4
aws/aws-toolkit-eclipse,ActivationContainsFileCount,0
aws/aws-toolkit-eclipse,ActivationIsActiveByDefaultCount,1
awslabs/aws-apigateway-sdk-java,ProfilesCount,1
awslabs/aws-apigateway-sdk-java,ContainsActivationCount,1
awslabs/aws-apigateway-sdk-java,ActivationContainsJDKCount,0
awslabs/aws-apigateway-sdk-java,ActivationContainsOSCount,0
awslabs/aws-apigateway-sdk-java,ActivationContainsPropertyCount,1
awslabs/aws-apigateway-sdk-java,ActivationContainsFileCount,0
awslabs/aws-apigateway-sdk-java,ActivationIsActiveByDefaultCount,0
awslabs/aws-crt-java,ProfilesCount,7
awslabs/aws-crt-java,ContainsActivationCount,6
awslabs/aws-crt-java,ActivationContainsJDKCount,0
awslabs/aws-crt-java,ActivationContainsOSCount,4
awslabs/aws-crt-java,ActivationContainsPropertyCount,2
awslabs/aws-crt-java,ActivationContainsFileCount,0
awslabs/aws-crt-java,ActivationIsActiveByDefaultCount,0
awslabs/aws-hal-client-java,ProfilesCount,1
awslabs/aws-hal-client-java,ContainsActivationCount,1
awslabs/aws-hal-client-java,ActivationContainsJDKCount,0
awslabs/aws-hal-client-java,ActivationContainsOSCount,0
awslabs/aws-hal-client-java,ActivationContainsPropertyCount,1
awslabs/aws-hal-client-java,ActivationContainsFileCount,0
awslabs/aws-hal-client-java,ActivationIsActiveByDefaultCount,0
awslabs/aws-serverless-java-container,ProfilesCount,1
awslabs/aws-serverless-java-container,ContainsActivationCount,1
awslabs/aws-serverless-java-container,ActivationContainsJDKCount,0
awslabs/aws-serverless-java-container,ActivationContainsOSCount,0
awslabs/aws-serverless-java-container,ActivationContainsPropertyCount,1
awslabs/aws-serverless-java-container,ActivationContainsFileCount,0
awslabs/aws-serverless-java-container,ActivationIsActiveByDefaultCount,0
bbc/spring-boot-repo,ProfilesCount,5
bbc/spring-boot-repo,ContainsActivationCount,2
bbc/spring-boot-repo,ActivationContainsJDKCount,0
bbc/spring-boot-repo,ActivationContainsOSCount,0
bbc/spring-boot-repo,ActivationContainsPropertyCount,0
bbc/spring-boot-repo,ActivationContainsFileCount,0
bbc/spring-boot-repo,ActivationIsActiveByDefaultCount,2
camunda/camunda-bpm-platform,ProfilesCount,11
camunda/camunda-bpm-platform,ContainsActivationCount,6
camunda/camunda-bpm-platform,ActivationContainsJDKCount,0
camunda/camunda-bpm-platform,ActivationContainsOSCount,0
camunda/camunda-bpm-platform,ActivationContainsPropertyCount,0
camunda/camunda-bpm-platform,ActivationContainsFileCount,0
camunda/camunda-bpm-platform,ActivationIsActiveByDefaultCount,6
camunda/camunda-bpm-spring-boot-starter,ProfilesCount,2
camunda/camunda-bpm-spring-boot-starter,ContainsActivationCount,1
camunda/camunda-bpm-spring-boot-starter,ActivationContainsJDKCount,0
camunda/camunda-bpm-spring-boot-starter,ActivationContainsOSCount,0
camunda/camunda-bpm-spring-boot-starter,ActivationContainsPropertyCount,1
camunda/camunda-bpm-spring-boot-starter,ActivationContainsFileCount,0
camunda/camunda-bpm-spring-boot-starter,ActivationIsActiveByDefaultCount,0
camunda/camunda-bpmn-model,ProfilesCount,2
camunda/camunda-bpmn-model,ContainsActivationCount,1
camunda/camunda-bpmn-model,ActivationContainsJDKCount,0
camunda/camunda-bpmn-model,ActivationContainsOSCount,0
camunda/camunda-bpmn-model,ActivationContainsPropertyCount,0
camunda/camunda-bpmn-model,ActivationContainsFileCount,0
camunda/camunda-bpmn-model,ActivationIsActiveByDefaultCount,1
cdapio/cdap,ProfilesCount,14
cdapio/cdap,ContainsActivationCount,3
cdapio/cdap,ActivationContainsJDKCount,3
cdapio/cdap,ActivationContainsOSCount,0
cdapio/cdap,ActivationContainsPropertyCount,0
cdapio/cdap,ActivationContainsFileCount,0
cdapio/cdap,ActivationIsActiveByDefaultCount,0
codice/ddf,ProfilesCount,4
codice/ddf,ContainsActivationCount,4
codice/ddf,ActivationContainsJDKCount,0
codice/ddf,ActivationContainsOSCount,0
codice/ddf,ActivationContainsPropertyCount,1
codice/ddf,ActivationContainsFileCount,1
codice/ddf,ActivationIsActiveByDefaultCount,2
confluentinc/kafka-streams-examples,ProfilesCount,1
confluentinc/kafka-streams-examples,ContainsActivationCount,1
confluentinc/kafka-streams-examples,ActivationContainsJDKCount,0
confluentinc/kafka-streams-examples,ActivationContainsOSCount,0
confluentinc/kafka-streams-examples,ActivationContainsPropertyCount,1
confluentinc/kafka-streams-examples,ActivationContainsFileCount,0
confluentinc/kafka-streams-examples,ActivationIsActiveByDefaultCount,0
debezium/debezium,ProfilesCount,7
debezium/debezium,ContainsActivationCount,4
debezium/debezium,ActivationContainsJDKCount,1
debezium/debezium,ActivationContainsOSCount,0
debezium/debezium,ActivationContainsPropertyCount,3
debezium/debezium,ActivationContainsFileCount,0
debezium/debezium,ActivationIsActiveByDefaultCount,1
eclipse/aCute,ProfilesCount,1
eclipse/aCute,ContainsActivationCount,1
eclipse/aCute,ActivationContainsJDKCount,0
eclipse/aCute,ActivationContainsOSCount,1
eclipse/aCute,ActivationContainsPropertyCount,0
eclipse/aCute,ActivationContainsFileCount,0
eclipse/aCute,ActivationIsActiveByDefaultCount,0
eclipse/californium,ProfilesCount,6
eclipse/californium,ContainsActivationCount,6
eclipse/californium,ActivationContainsJDKCount,2
eclipse/californium,ActivationContainsOSCount,0
eclipse/californium,ActivationContainsPropertyCount,4
eclipse/californium,ActivationContainsFileCount,0
eclipse/californium,ActivationIsActiveByDefaultCount,4
eclipse/corrosion,ProfilesCount,2
eclipse/corrosion,ContainsActivationCount,1
eclipse/corrosion,ActivationContainsJDKCount,0
eclipse/corrosion,ActivationContainsOSCount,1
eclipse/corrosion,ActivationContainsPropertyCount,0
eclipse/corrosion,ActivationContainsFileCount,0
eclipse/corrosion,ActivationIsActiveByDefaultCount,0
eclipse/ditto,ProfilesCount,7
eclipse/ditto,ContainsActivationCount,6
eclipse/ditto,ActivationContainsJDKCount,0
eclipse/ditto,ActivationContainsOSCount,0
eclipse/ditto,ActivationContainsPropertyCount,5
eclipse/ditto,ActivationContainsFileCount,1
eclipse/ditto,ActivationIsActiveByDefaultCount,0
eclipse/eclipse.jdt.ls,ProfilesCount,4
eclipse/eclipse.jdt.ls,ContainsActivationCount,2
eclipse/eclipse.jdt.ls,ActivationContainsJDKCount,0
eclipse/eclipse.jdt.ls,ActivationContainsOSCount,0
eclipse/eclipse.jdt.ls,ActivationContainsPropertyCount,0
eclipse/eclipse.jdt.ls,ActivationContainsFileCount,2
eclipse/eclipse.jdt.ls,ActivationIsActiveByDefaultCount,0
eclipse/hawkbit,ProfilesCount,2
