OS,CYGWIN,WIN32,WIN64,APPLE,linux,FreeBSD,MAC_OS_X_VERSION_10_6,OPENBSD,BSD,ANDROID,solaris,darwin,illumos,MSDOS,aix,mingw,MAC_OS,red_hat_linux,centos,fedora,opensuse,mandrake_linux,almalinux,asianux,clearos,fermi_linux_lts,miracle_linux,oracle_linux,red_flag_linux,rocks_cluster_distribution,rocky_linux,scientific_linux,amazon_linux_2,berry_linux,blag_linux_and_gnu,engarde_secure_linux,fuduntu,hanthana,korora,linpus_linux,linux_xp,meego,moblin,network_security_toolkit,qubes_os,red_star_os,russian_fedora_remix,sugar-on-a-stick_linux,trustix,yellow_dog_linux,suse_linux_enterprise_desktop,suse_linux_enterprise_server,suse_studio,geckolinux,mandriva_linux,mageia,rosa_linux,openmandriva,unity_linux,pclinuxos,vine_linux,alt_linux,caldera_openlinux,caos_linux,turbolinux,astra_linux,bharat_operating_system_solutions,boss,canaima,corel_linux,crunchbang_linux,deepin,devuan,dreamlinux,emdebian_grip,finnix,gnewsense,grml,handylinux,kanotix,knoppix,kurumin,leaf_project,limux,lmde,maemo,mepis,mintppc,musix_gnu+linux,nepalinux,openzaurus,pardus,pelicanhpc,q4os,raspberry_pi_os,sacix,skolelinux,slax,solydxk,sparkylinux,sunwah_linux,the_amnesic_incognito_live_system,tails,turnkey_gnu/linux,twister_os,ubuntu,univention_corporate_server,webconverger,vyatta,vyos,backtrack,glinux,kali_linux,parsix_eol,pureos,astra_linux,parrot_os,antix,mx_linux,damn_small_linux,feather_linux,hikarunix,kubuntu,lubuntu,ubuntu_budgie,ubuntu_kylin,ubuntu_mate,ubuntu_server,ubuntu_studio,xubuntu,edubuntu,gobuntu,mythbuntu,ubuntu_for_android,ubuntu_gnome,ubuntu_jeos,ubuntu_mobile,ubuntu_netbook_edition,ubuntu_touch,ubuntu_tv,backbox,backslash_linux,bodhi_linux,cub_linux,dnalinux,dyne:bolic,easypeasy,eeebuntu,element_os,elementary_os,emmabunt�s,galliumos,gendbuntu,goobuntu,gos,joli_os,karoshi,kde_neon,limux,linux_lite,linux_mint,linuxmce,linuxtle,lliurex,lxle_linux,max,molinux,netrunner,nova,opengeu,peppermint_os,pinguy_os,pop!_os,poseidon_linux,sabily,trisquel_gnu/linux,uberstudent,ubuntu_unity,ututo,vinux,zorin_os,archbang,arch_linux,artix_linux,archlabs,blackarch,chakra_linux,endeavouros,frugalware_linux,garuda_linux,hyperbola_gnu/linux-libre,linhes,manjaro,parabola_gnu/linux-libre,steamos,systemrescue,calculate_linux,chrome_os,chromium_os,clip_os,container_linux,knopperdisk,pentoo,sabayon_linux,tin_hat_linux,ututo,slackware,absolute_linux,austrumi_linux,frugalware_linux,kateos,mulinux,nimblex,platypux,salix_os,sentry_firewall,slackintosh,slax,supergamer,topologilinux,vectorlinux,zenwalk,zipslack,dnalinux,porteus,linux_from_scratch,gnu_guix_system,nixos,source_mage,t2_sde,void_linux,guix_system_distribution,nitix,nixos,androi,cyanogenmod/cyanogenos,fire_os,firefox_os,jlime,kaios,lineageos,meego,postmarketos,replicant,sailfish_os,tizen,dd-wrt,fli4l,linux_router_project,openwrt,smoothwall,elinos,montavista_linux,prevas_industrial_linux,puppy_linux,slitaz,tinfoil_hat_linux,tiny_core_linux,tomsrtbt,mcc_interim_linux,mklinux,rpath,smallfoot,softlanding_linux_system,yggdrasil_linux/gnu/x,alpine_linux,lightweight_portable_security,lps,geexbox,ps2_linux,billix,clear_linux_os,crux,dragora_gnu/linux-libre,foresight_linux,gobolinux,paldo,solus,thinstation,aix,bsd,cosix,dnix,domain/os,hp-ux,illumos,irix,linux,sakura_hypermedia_desktop,sco,solaris,sox,sunos,unetix,unicos,uniplus+,venix,wollongong_unix,z/os_unix
Architecture,i386,arch64,arch32,arm,amd,mips,powerpc,risc,x86_64,HVX,cygwin,win32,win64,apple,linux,freebsd,mac_os_x_version_10_6,openbsd,bsd,android,solaris,darwin,illumos,msdos,i386,arch64,arch32,arm,amd,mips,powerpc,risc,x86_64,hvx
Debug,DEBUG,BACKTRACE,TEST,VALGRIND
Langage,cplusplus
YACC,YY
Compilateur,MSC_VER,GNUC,cplusplus,__clang__
Securite,OPENSSL,CRYPTO,ENABLE_PKCS11,KEY,X509,TLS,SELINUX,SSL,OFB,CFB
Network,ENABLE_IPPKTINFO,PKTINFO,IP,PORT,SOCK,PACKET,PASSTOS,NTLM,PROXY,TCP,IPV
Librarie,_H_,_H,USE_COMP,ENABLE_PLUGIN,ENABLE_ASYNC_PUSH
Stockage,LITTLE_ENDIAN,malloc,BYTE_ORDER,FRAGMENT,MEMSTATS,MEMLOCK,management,small
