ref,title,author,lastRunTime,totalVotes,author_best_percentile,stratum
datasciencegrad/s6e1-hill-climbing-and-ridgecv,S6E1 - Hill Climbing and RidgeCV,datasciencegrad,2026-01-18 05:41:37,48,0.007036747458952306,top_1%
nina2025/ps-s6e1-hb32g,PS s6e1 | hb32g,nina2025,2026-01-18 07:49:19.977000,18,0.01055512118842846,top_1%
datasciencegrad/s6e1-student-test-scores-wb,S6E1 - Student test scores - WB,datasciencegrad,2026-01-18 17:38:32.193000,14,0.007036747458952306,top_1%
manasi197/ps6e1-meta-ensemble,PS6E1: META-ENSEMBLE,manasi197,2026-01-18 14:18:29,10,0.03440187646598905,top_1%
utaazu/s6e1-tobit-xgboost-theoretical-implementation,[S6E1] Tobit XGBoost: Theoretical Implementation,utaazu,2026-01-18 12:53:10.903000,4,0.03244722439405786,top_1%
