Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
float16-fa2,01-ai/Yi-6B,0.086,0.0362004470825195,27.541,428883.115,12248.591,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.374,13.6,6
bfloat16-fa2,01-ai/Yi-6B,0.087,0.0361267204284668,27.583,438159.415,12248.591,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.369,13.6,6
bfloat16-eager,01-ai/Yi-6B,0.09,0.035423168182373,28.1,445924.052,12315.695,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.329,13.6,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.086,0.0353382396697998,28.348,611111.23,4101.549,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,2.305,13.6,6
float16-eager,01-ai/Yi-6B,0.089,0.0349255676269531,28.357,445340.416,12315.695,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.296,13.6,6
bfloat16-sdpa,01-ai/Yi-6B,0.085,0.0335400962829589,30.059,450475.763,12315.695,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.187,13.6,6
float16-sdpa,01-ai/Yi-6B,0.085,0.0326584320068359,30.391,442303.273,12315.695,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.163,13.6,6
bfloat16-fa2,01-ai/Yi-6B,0.084,0.032718879699707,30.651,457227.383,12315.695,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.141,13.6,6
float16-fa2,01-ai/Yi-6B,0.084,0.0325488624572753,30.799,464769.906,12315.695,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.135,13.6,6
float16-eager,01-ai/Yi-6B,0.088,0.0320941753387451,31.206,457127.083,12248.591,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.105,13.6,6
bfloat16-eager,01-ai/Yi-6B,0.089,0.031867392539978,31.386,465073.51,12248.591,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.098,13.6,6
float16-sdpa,01-ai/Yi-6B,0.084,0.0311664638519287,32.062,460381.369,12248.591,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.049,13.6,6
bfloat16-sdpa,01-ai/Yi-6B,0.084,0.0311674880981445,32.063,468694.986,12248.591,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.049,13.6,6
4bit-awq-gemv-eager,01-ai/Yi-6B,0.092,0.0305192966461181,33.126,693825.778,4102.204,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,1.993,13.6,6
4bit-awq-gemv-eager,01-ai/Yi-6B,0.092,0.029065728187561,34.149,707742.558,4102.204,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,1.936,13.6,6
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.097,0.0294000644683837,34.33,723062.912,4197.068,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,1.934,13.6,6
4bit-awq-exllama-v1-eager,01-ai/Yi-6B,1.05,0.0294748153686523,34.433,714237.608,4101.025,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.884,13.6,6
4bit-awq-exllama-v2-eager,01-ai/Yi-6B,0.099,0.0286668796539306,34.601,783775.383,4194.021,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,1.918,13.6,6
4bit-awq-exllama-v2-eager,01-ai/Yi-6B,0.099,0.0278625288009643,35.473,793037.191,4194.021,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,1.867,13.6,6
4bit-awq-exllama-v1-eager,01-ai/Yi-6B,1.05,0.0282823686599731,35.643,725843.429,4101.025,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.819,13.6,6
4bit-awq-gemv-fa2,01-ai/Yi-6B,0.09,0.0272199687957763,36.273,741709.137,4102.204,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,1.825,13.6,6
4bit-awq-gemv-fa2,01-ai/Yi-6B,0.091,0.0272783365249633,36.417,740939.57,4102.204,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,1.821,13.6,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.097,0.0271835842132568,36.511,715830.358,4197.068,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,1.821,13.6,6
4bit-awq-exllama-v2-fa2,01-ai/Yi-6B,0.097,0.0271590394973754,37.189,851980.579,4194.021,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.799,13.6,6
4bit-awq-exllama-v1-fa2,01-ai/Yi-6B,1.049,0.027052544593811,37.368,767295.919,4101.025,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,2.745,13.6,6
4bit-awq-gemv-sdpa,01-ai/Yi-6B,0.088,0.0260382719039917,37.607,757412.143,4102.204,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.741,13.6,6
4bit-awq-gemv-sdpa,01-ai/Yi-6B,0.088,0.0266449918746948,37.923,767819.235,4102.204,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.76,13.6,6
4bit-awq-exllama-v1-fa2,01-ai/Yi-6B,1.05,0.0259051513671875,38.271,764168.046,4101.025,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,2.69,13.6,6
4bit-awq-exllama-v2-sdpa,01-ai/Yi-6B,0.095,0.0261621761322021,38.492,858564.881,4194.021,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.736,13.6,6
4bit-gptq-exllama-v1-fa2,01-ai/Yi-6B,0.095,0.0258821115493774,38.504,767172.87,4197.068,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,1.736,13.6,6
4bit-gptq-exllama-v2-fa2,01-ai/Yi-6B,0.095,0.0262041606903076,38.551,770403.678,4197.068,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,1.735,13.6,6
4bit-awq-exllama-v2-fa2,01-ai/Yi-6B,0.097,0.0256880645751953,38.693,843932.019,4194.021,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.725,13.6,6
4bit-awq-exllama-v2-sdpa,01-ai/Yi-6B,0.095,0.0258933753967285,38.838,858903.087,4194.021,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.725,13.6,6
4bit-awq-exllama-v1-sdpa,01-ai/Yi-6B,1.048,0.0257756166458129,39.282,762557.993,4101.025,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,2.649,13.6,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.093,0.0252554235458374,39.966,800343.25,4197.068,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,1.677,13.6,6
4bit-awq-exllama-v1-sdpa,01-ai/Yi-6B,1.048,0.024371711730957,40.624,778805.517,4101.025,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,2.597,13.6,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.093,0.0242877445220947,40.647,800608.469,4197.068,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,1.643,13.6,6
8bit-bnb-eager,google/recurrentgemma-9b,0.646,0.1402204132080078,7.097,165870.833,10206.782,pytorch,float16,BnB.8bit,Eager,No Kernel,RecurrentGemmaForCausalLM,9.497,13.5,9
4bit-bnb-eager,google/recurrentgemma-9b,0.632,0.0798530540466308,12.633,265732.19,6954.984,pytorch,float16,BnB.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,5.646,13.5,9
4bit-awq-gemm-eager,google/recurrentgemma-9b,0.566,0.0603678703308105,16.394,357847.576,6607.488,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,RecurrentGemmaForCausalLM,4.405,13.5,9
4bit-awq-gemv-eager,google/recurrentgemma-9b,0.549,0.0501406726837158,19.727,411865.177,6607.488,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,RecurrentGemmaForCausalLM,3.733,13.5,9
4bit-awq-exllama-v2-eager,google/recurrentgemma-9b,0.586,0.0495185928344726,19.804,448806.035,6709.2,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,3.755,13.5,9
float16-eager,google/recurrentgemma-9b,0.553,0.050565631866455,19.943,291525.568,17669.735,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.708,13.5,9
float16-eager,google/recurrentgemma-9b,0.531,0.0492753925323486,20.13,288931.773,17669.735,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.652,13.5,9
4bit-gptq-exllama-v2-eager,google/recurrentgemma-9b,0.567,0.0481884155273437,20.335,420195.0,6713.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,3.658,13.5,9
4bit-gptq-exllama-v2-eager,google/recurrentgemma-9b,0.544,0.048257022857666,20.532,423835.706,6713.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,3.617,13.5,9
4bit-gptq-exllama-v1-eager,google/recurrentgemma-9b,0.535,0.0478991355895996,20.731,419254.277,6713.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,3.565,13.5,9
bfloat16-eager,google/recurrentgemma-9b,0.539,0.0474542064666748,20.745,302062.526,17669.735,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.574,13.5,9
4bit-awq-exllama-v1-eager,google/recurrentgemma-9b,1.587,0.0479052810668945,20.815,407982.437,6604.342,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,4.612,13.5,9
4bit-gptq-exllama-v1-eager,google/recurrentgemma-9b,0.529,0.0472412147521972,20.985,429388.111,6713.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,3.529,13.5,9
bfloat16-eager,google/recurrentgemma-9b,0.531,0.0471772155761718,21.026,301054.27,17669.735,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.526,13.5,9
4bit-awq-gemm-eager,meta-llama/Meta-Llama-3-8B,0.626,0.5866659545898437,1.704,23935.816,6464.048,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,37.588,13.41,8
4bit-awq-gemm-sdpa,meta-llama/Meta-Llama-3-8B,0.622,0.58480126953125,1.709,23763.83,6464.047,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,37.473,13.41,8
4bit-awq-gemm-fa2,meta-llama/Meta-Llama-3-8B,0.623,0.5842933959960938,1.711,23885.586,6464.047,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,37.447,13.41,8
4bit-gptq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,0.347,0.3009628295898437,3.322,43603.186,6237.473,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,19.309,13.41,8
4bit-gptq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.347,0.3009228820800781,3.323,44486.145,6237.473,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,19.306,13.41,8
4bit-gptq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.344,0.300516357421875,3.327,44148.87,6237.472,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,19.277,13.41,8
4bit-gptq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,0.344,0.3004590148925781,3.328,44374.609,6237.472,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,19.274,13.41,8
4bit-gptq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B,0.343,0.2999203796386718,3.334,45248.974,6237.472,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,19.24,13.41,8
4bit-gptq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B,0.343,0.2999183349609375,3.334,44190.986,6237.472,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,19.238,13.41,8
8bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.12,0.1192325134277343,8.397,201527.922,9462.913,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.614,13.41,8
8bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.12,0.1172771835327148,8.469,200488.739,9177.326,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.535,13.41,8
8bit-bnb-fa2,meta-llama/Meta-Llama-3-8B,0.115,0.1152015342712402,8.621,205514.032,9177.194,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.428,13.41,8
8bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.115,0.114587646484375,8.635,204613.494,9177.194,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.437,13.41,8
8bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.119,0.1133752288818359,8.728,209501.206,9462.913,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.345,13.41,8
8bit-bnb-fa2,meta-llama/Meta-Llama-3-8B,0.115,0.1132185592651367,8.772,209190.839,9462.913,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.276,13.41,8
4bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.344,0.0727203826904296,13.838,297730.384,6261.709,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.907,13.41,8
4bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.34,0.0661207046508789,15.091,312088.775,6261.578,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.518,13.41,8
4bit-bnb-fa2,meta-llama/Meta-Llama-3-8B,0.34,0.065809341430664,15.124,314365.755,6261.578,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.506,13.41,8
4bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.339,0.0578969593048095,17.527,348380.09,6470.131,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,3.949,13.41,8
4bit-bnb-fa2,meta-llama/Meta-Llama-3-8B,0.34,0.0549022731781005,17.936,358349.38,6470.0,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,3.844,13.41,8
4bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.335,0.054169599533081,18.305,354971.747,6470.0,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,3.774,13.41,8
float16-fa2,meta-llama/Meta-Llama-3-8B,0.084,0.0435522556304931,22.947,352811.88,16133.168,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.823,13.41,8
bfloat16-fa2,meta-llama/Meta-Llama-3-8B,0.084,0.0433075199127197,23.043,357923.998,16133.168,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.82,13.41,8
4bit-awq-gemm-eager,meta-llama/Meta-Llama-3-8B,0.108,0.0399124488830566,24.822,514967.929,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,2.637,13.41,8
4bit-awq-gemm-fa2,meta-llama/Meta-Llama-3-8B,0.107,0.0395816955566406,25.205,530168.601,5851.88,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,2.596,13.41,8
bfloat16-eager,meta-llama/Meta-Llama-3-8B,0.089,0.0396543998718261,25.21,357782.873,16436.729,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.588,13.41,8
float16-eager,meta-llama/Meta-Llama-3-8B,0.087,0.0395489273071289,25.269,353294.912,16436.729,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.579,13.41,8
bfloat16-sdpa,meta-llama/Meta-Llama-3-8B,0.084,0.0391639022827148,25.513,365955.767,16436.729,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.553,13.41,8
float16-sdpa,meta-llama/Meta-Llama-3-8B,0.084,0.0390942726135253,25.558,361529.564,16436.729,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.548,13.41,8
bfloat16-eager,meta-llama/Meta-Llama-3-8B,0.086,0.0386590728759765,25.853,378761.619,16136.445,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.523,13.41,8
float16-eager,meta-llama/Meta-Llama-3-8B,0.085,0.0385126419067382,25.957,374946.066,16133.299,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.512,13.41,8
bfloat16-fa2,meta-llama/Meta-Llama-3-8B,0.083,0.0384204788208007,26.003,373491.234,16436.729,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.505,13.41,8
float16-fa2,meta-llama/Meta-Llama-3-8B,0.083,0.0383436813354492,26.056,367074.662,16436.729,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.501,13.41,8
bfloat16-sdpa,meta-llama/Meta-Llama-3-8B,0.081,0.0381726722717285,26.177,379224.824,16133.168,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.488,13.41,8
float16-sdpa,meta-llama/Meta-Llama-3-8B,0.081,0.0381399040222168,26.197,372576.044,16133.168,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.486,13.41,8
4bit-awq-gemm-sdpa,meta-llama/Meta-Llama-3-8B,0.105,0.0373852157592773,26.486,533204.022,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,2.481,13.41,8
4bit-awq-gemv-eager,meta-llama/Meta-Llama-3-8B,0.111,0.0330598392486572,30.586,601685.169,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.169,13.41,8
4bit-awq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,1.325,0.0320942077636718,31.52,621297.42,5800.631,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,3.327,13.41,8
4bit-awq-gemv-eager,meta-llama/Meta-Llama-3-8B,0.113,0.0321090564727783,31.532,616118.205,5969.849,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.119,13.41,8
4bit-awq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.119,0.0307921915054321,31.851,686191.834,5922.266,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.09,13.41,8
4bit-gptq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.116,0.0306073608398437,32.435,649427.994,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.056,13.41,8
4bit-awq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.121,0.0298127365112304,33.286,697104.401,6090.698,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.013,13.41,8
4bit-gptq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,0.116,0.0296156320571899,33.359,659382.826,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.002,13.41,8
4bit-awq-exllama-v1-eager,meta-llama/Meta-Llama-3-8B,1.328,0.0292029447555542,33.955,606400.195,5969.063,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,3.18,13.41,8
4bit-awq-gemv-fa2,meta-llama/Meta-Llama-3-8B,0.11,0.0292152318954467,34.126,647714.51,5851.88,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,1.959,13.41,8
4bit-awq-gemv-fa2,meta-llama/Meta-Llama-3-8B,0.112,0.0289556484222412,34.326,643684.384,5969.849,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,1.945,13.41,8
4bit-awq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B,0.118,0.0286069755554199,34.428,733880.923,5922.135,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.947,13.41,8
4bit-gptq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B,0.115,0.0284390401840209,34.773,694552.21,5922.922,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,1.923,13.41,8
4bit-awq-gemv-sdpa,meta-llama/Meta-Llama-3-8B,0.108,0.0282839031219482,35.254,650266.73,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.894,13.41,8
4bit-awq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B,1.324,0.0278886394500732,35.442,651039.31,5800.5,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,3.093,13.41,8
4bit-awq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B,0.12,0.027796480178833,35.495,739367.577,6090.698,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.892,13.41,8
4bit-gptq-exllama-v2-fa2,meta-llama/Meta-Llama-3-8B,0.115,0.0277580804824829,35.563,705286.596,5922.922,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,1.887,13.41,8
4bit-awq-exllama-v1-fa2,meta-llama/Meta-Llama-3-8B,1.328,0.0276259832382202,35.804,645410.477,5969.063,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,3.078,13.41,8
4bit-awq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.115,0.0273474559783935,36.122,749622.231,5922.135,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.859,13.41,8
4bit-awq-gemv-sdpa,meta-llama/Meta-Llama-3-8B,0.11,0.0272404479980468,36.53,664486.711,5969.849,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.831,13.41,8
4bit-gptq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.113,0.0269823999404907,36.724,708259.593,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,1.826,13.41,8
4bit-awq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,1.322,0.0267366561889648,37.039,684275.118,5800.5,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,3.013,13.41,8
4bit-gptq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,0.113,0.0267765750885009,37.169,700930.781,5922.922,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,1.805,13.41,8
4bit-awq-exllama-v2-sdpa,meta-llama/Meta-Llama-3-8B,0.118,0.026565631866455,37.315,761789.138,6090.698,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.803,13.41,8
4bit-awq-exllama-v1-sdpa,meta-llama/Meta-Llama-3-8B,1.326,0.0261355514526367,37.895,677797.767,5969.063,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,2.985,13.41,8
8bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.721,0.7134668579101563,1.399,40118.185,15921.993,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2MoeForCausalLM,45.836,12.42,14
8bit-bnb-fa2,Qwen/Qwen1.5-MoE-A2.7B,0.708,0.7149342651367188,1.408,40209.275,15921.207,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2MoeForCausalLM,45.413,12.42,14
8bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.714,0.7082782592773438,1.414,40628.074,15921.207,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2MoeForCausalLM,45.162,12.42,14
4bit-bnb-fa2,Qwen/Qwen1.5-MoE-A2.7B,0.669,0.6245232543945313,1.612,43475.63,8963.124,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2MoeForCausalLM,39.785,12.42,14
4bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.649,0.6088898315429687,1.64,46868.453,8963.124,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2MoeForCausalLM,39.158,12.42,14
4bit-bnb-sdpa,Qwen/Qwen1.5-MoE-A2.7B,0.649,0.6043299560546875,1.659,47042.945,8963.124,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2MoeForCausalLM,38.544,12.42,14
4bit-bnb-eager,Qwen/Qwen1.5-MoE-A2.7B,0.62,0.5777187805175781,1.743,50367.354,9597.901,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2MoeForCausalLM,36.784,12.42,14
4bit-awq-gemm-fa2,Qwen/Qwen1.5-4B,0.324,0.300015625,3.332,47850.679,4465.662,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,19.234,11.29,3
4bit-awq-gemm-eager,Qwen/Qwen1.5-4B,0.32,0.2964910278320312,3.369,47835.143,4465.663,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,19.013,11.29,3
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-4B,0.315,0.2922547302246093,3.42,48371.348,4465.662,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,18.731,11.29,3
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-4B,0.187,0.1611243591308593,6.201,82950.842,4389.693,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,10.346,11.29,3
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-4B,0.188,0.1608663024902343,6.21,83217.445,4389.693,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,10.332,11.29,3
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-4B,0.175,0.1476474914550781,6.77,85702.195,4389.694,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,9.48,11.29,3
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-4B,0.176,0.1475768280029296,6.773,85438.459,4389.694,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,9.476,11.29,3
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-4B,0.173,0.147183609008789,6.791,85471.267,4389.693,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,9.45,11.29,3
