ref,title,author,lastRunTime,totalVotes,author_best_percentile,stratum
mattiaangeli/eva02-inference,Eva02 inference,mattiaangeli,2026-01-18 17:40:18,5,0.02699693849151127,top_1%
mattiaangeli/csiro-convnext2,CSIRO ConvNext2,mattiaangeli,2026-01-18 19:26:48,4,0.02699693849151127,top_1%
mattiaangeli/csiro-swinv2,CSIRO Swinv2,mattiaangeli,2026-01-18 20:58:41.407000,3,0.02699693849151127,top_1%
taharf/biomass-challenge-training-notebook,Biomass Challenge Training Notebook,taharf,2026-01-18 13:22:54.367000,15,0.44642360144725857,p40_50
