ref,title,author,lastRunTime,totalVotes,author_best_percentile,stratum
dumarchie/xgboost-hpo-with-optuna,XGBoost HPO with Optuna,dumarchie,2026-01-18 06:42:09.317000,5,0.0119788067265607,top_1%
alokeveermondal/catboost-regressor-mae-13776-using-pipelines,Catboost Regressor - MAE : 13776(using pipelines),alokeveermondal,2026-01-18 19:08:44.313000,0,0.035245335176226675,top_1%
