SCM_RIGHTS,2
IPPROTO_TCP,2
ENABLE_PKCS11_FORCE_DEBUG,2
HAVE_SYS_SOCKET_H,2
MTU_H,2
IP_PKTINFO,2
POOL_H,2
_UNICODE,2
FD_MISC_H,2
IP_PMTUDISC_DO,2
OPENVPN_COMP_LZ4_H,2
__OPENVPN_X509_CERT_T_DECLARED,2
HAVE_SYSLOG,2
TCP_NODELAY,2
ENABLE_PORT_SHARE,2
IPPROTO_IP,2
IP_PMTUDISC_WANT,2
EPERM,2
IPV6_RECVPKTINFO,2
IP_TOS,2
_DEBUG,2
ENV_SET_H,2
OPENVPN_PKCS11_H,2
HAVE_NICE,2
IP_PMTUDISC_DONT,2
SO_SNDBUF,2
HAVE_PWD_H,2
HAVE_GRP_H,2
HAVE_LINUX_SOCKIOS_H,2
SCHEDULE_H,2
HAVE_STRSEP,2
HAVE_SYS_MMAN_H,2
HAVE_FCNTL_H,2
HAVE_DUP,2
USE_VALGRIND,2
HAVE_SYS_EPOLL_H,2
LIST_H,2
HAVE_LZO_LZOUTIL_H,2
PKCS11_BACKEND_H_,2
HAVE_EPOLL_CREATE,2
MBEDTLS_SSL_MINOR_VERSION_2,2
CRYPTO_MBEDTLS_H_,2
PF_UNIX,2
SO_PEERCRED,2
ENABLE_OFB_CFB_MODE,2
SSL_VERIFY_OPENSSL_H_,2
PKCS11H_VERSION,2
MTCP_H,2
MBEDTLS_VERSION_NUMBER,2
OPENVPN_WIN32_H,2
SIOCSIFTXQLEN,2
EXPONENTIAL_BACKOFF,2
SELECT_PREFERRED_OVER_POLL,2
PROTO_H,2
HAVE_SYS_TIME_H,2
MANAGEMENT_ECHO_PULL_INFO,2
HAVE_BASENAME,2
HAVE_LZO_LZO1X_H,2
FRAGMENT_H,2
CRYPTO_MDEBUG,2
SSL_VERIFY_BACKEND_H_,2
HAVE_CHSIZE,2
GREMLIN_H,2
EVP_CIPH_FLAG_CTS,2
HAVE_OPENLOG,2
MROUTE_H,2
SSL_VERIFY_MBEDTLS_H_,2
HAVE_CHROOT,2
FD_SETSIZE,2
HAVE_GETRLIMIT,2
,1
MAXPATH,1
HAVE_LZO1X_H,1
OPENVPN_RING_BUFFER_H,1
MBEDTLS_DEBUG_C,1
__MINGW32__,1
RUN_COMMAND_H,1
OPENVPN_BLOCK_DNS_H,1
MSG_NOSIGNAL,1
MSTATS_TEST,1
IFF_MULTICAST,1
htonll,1
TUNNEWPPA,1
CRYPTO_H,1
HAVE_ANONYMOUS_UNION_SUPPORT,1
HAVE_STRINGS_H,1
PID_SIMULATE_BACKTRACK,1
HAVE_CTR_DRBG_UPDATE_RET,1
_In_z_,1
_WIN32_WINNT_WINTHRESHOLD,1
EVP_MAX_KEY_LENGTH,1
MBUF_H,1
MSS_H,1
HAVE_NETDB_H,1
_countof,1
HAVE_RESOLV_H,1
CLINAT_H,1
SSL_OPENSSL_H_,1
TEST_GET_DEFAULT_GATEWAY,1
UNSAFE_DEBUG,1
HAVE_ARPA_INET_H,1
HAVE_NETINET_IN_H,1
SIMULATE_DHCP_FAILED,1
HAVE_STROPTS_H,1
O_BINARY,1
OPENVPN_MEMSTATS_H,1
AUTH_TOKEN_H,1
ENABLE_STRICT_OPTIONS_CHECK,1
UINT8_MAX,1
PUSH_DEFINED,1
AUTH_TOKEN_SESSION_ID_LEN,1
TUNSETGROUP,1
HAVE_DLFCN_H,1
HAVE_CONFIG_MSVC_LOCAL_H,1
PRODUCT_TAP_DEBUG,1
HAVE_LIBGEN_H,1
CONSTANTS,1
CIRC_LIST_H,1
_PLUGIN_AUTH_PAM_UTILS__H,1
IFNAMSIZ,1
PING_H,1
HAVE_SYS_SOCKIO_H,1
INFO_CALLBACK_SSL_CONST,1
MAX_HMAC_KEY_LENGTH,1
HAVE_NET_TUN_IF_TUN_H,1
IPV6_MTU_DISCOVER,1
SSL_OP_NO_RENEGOTIATION,1
HAVE_SYSLOG_H,1
IN6_ARE_ADDR_EQUAL,1
OPENVPN_WIN32_UTIL_H,1
OCC_H,1
PUSH_H,1
MOCK_MSG_H,1
STATUS_PRINTF_TEST,1
HELPER_H,1
OPENVPN_SSL_NCP_H,1
RLIMIT_MEMLOCK,1
EXTRACT_X509_FIELD_TEST,1
SSL_UTIL_H_,1
SSL_MODE_RELEASE_BUFFERS,1
HAVE_LINUX_IF_TUN_H,1
HAVE_SYS_WAIT_H,1
VLAN_H,1
HAVE_SYS_FILE_H,1
_Inout_opt_,1
_CRYPTOAPI_H_,1
VALIDATE_H,1
SYSTEMD_NEWER_THAN_216,1
_Out_opt_,1
OPENVPN_MSG_H_,1
__ENVIRONMENT_MAC_OS_X_VERSION_MIN_REQUIRED__,1
HAVE_LZOUTIL_H,1
MSIHLP_H,1
__FreeBSD_version,1
_BASE64_H_,1
HAVE_STDIO_H,1
HAVE_ERR_H,1
WIFEXITED,1
LOG_OPENVPN,1
TLSCRYPT_H,1
HAVE_SYS_UN_H,1
SSLAPI,1
ZERO_BUFFER_ON_ALLOC,1
NETWORKING_IP_H_,1
EVP_MAX_MD_SIZE,1
DISABLE_XKEY_PROVIDER,1
RELIABLE_H,1
HAVE_NET_IF_H,1
WEXITSTATUS,1
ntohll,1
_In_,1
MAX_CIPHER_KEY_LENGTH,1
PULL_DEFINED,1
HAVE_SYS_IOCTL_H,1
ABORT_ON_ERROR,1
static_assert,1
_Out_z_cap_,1
ENABLE_MANAGMENT,1
FWPM_SESSION_FLAG_DYNAMIC,1
DEBUG_VERBOSE_SETENV,1
SSL_OP_CIPHER_SERVER_PREFERENCE,1
GEN_PATH_TEST,1
NETWORKING_SITNL_H_,1
ENOBUFS,1
SOCKS_H,1
_Out_,1
IP_MTU_DISCOVER,1
MBEDTLS_SSL_CBC_RECORD_SPLITTING,1
SOL_IP,1
IF_NAMESIZE,1
HAVE_EXECVE,1
HAVE_SA_FAMILY_T,1
CONFIGURE_SPECIAL_BUILD,1
OPENSSL_FIPS,1
PROXY_H,1
MBEDTLS_SSL_RENEGOTIATION,1
HAVE_GETSOCKNAME,1
SESSION_ID_H,1
LOCK_EX,1
HAVE_SETGROUPS,1
CONFIGURE_DEFINES,1
LOCK_NB,1
ERRLEVEL_H,1
MUDP_H,1
_M_ARM64,1
HAVE_FLOCK,1
_In_opt_,1
_Inout_,1
TAP_H,1
DHCP_H,1
PUSHLIST_H,1
